Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
3859,NVIDIA Tesla X2070,GPU,2011-07-25,40.0,225.0,520.0,3000.0,651.0,TSMC,NVIDIA,2315.160545977023,1332.0,666.1,5.769230769230769,5.92,0
3860,AMD Radeon RX Vega 56,GPU,2017-08-14,14.0,210.0,495.0,12500.0,1156.0,GF,AMD,21090.0,10540.0,659.0,25.252525252525253,50.19047619047619,3
3861,NVIDIA GeForce GT 520 PCI,GPU,2011-04-13,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,460.20666211950504,155.5,12.96,3.6962025316455698,5.362068965517241,0
3862,NVIDIA NVS 5200M,GPU,2012-06-01,28.0,25.0,116.0,585.0,625.0,TSMC,NVIDIA,460.27243194010987,240.0,20.0,5.043103448275862,9.6,2
3863,NVIDIA NVS 5400M,GPU,2012-06-01,40.0,35.0,116.0,585.0,660.0,TSMC,NVIDIA,608.1699277319351,253.4,21.12,5.043103448275862,7.24,0
3864,NVIDIA Quadro FX 540,GPU,2004-08-09,110.0,25.0,154.0,146.0,300.0,TSMC,NVIDIA,1840.7396013701925,1085.3013416827664,271.30549921804584,0.948051948051948,43.41205366731066,0
3865,ATI Radeon X1300 PCI,GPU,2005-10-05,80.0,24.537061211626543,100.0,107.0,450.0,UMC,ATI,621.4376021439559,29.998846638952095,76.62689020585024,1.07,1.2225932999970495,0
3866,AMD Radeon HD 8490 OEM,GPU,2013-07-23,40.0,35.0,67.0,370.0,875.0,TSMC,AMD,874.3733914001294,280.0,13.700983910895106,5.522388059701493,8.0,0
3867,NVIDIA GeForce GTX 1660 SUPER,GPU,2019-10-29,12.0,125.0,284.0,6600.0,1530.0,TSMC,NVIDIA,10050.0,5027.0,157.1,23.239436619718308,40.216,0
3868,ATI Radeon E2400,GPU,2007-06-28,65.0,25.0,85.0,180.0,600.0,TSMC,ATI,384.60086096262955,48.0,8.790614448135237,2.1176470588235294,1.92,0
3869,ATI Radeon X1800 XT,GPU,2005-10-01,90.0,113.0,288.0,321.0,600.0,TSMC,ATI,3915.447935594141,81.72842212664656,45.301245837276795,1.1145833333333333,0.723260372802182,0
3870,AMD Radeon R7 M260DX,GPU,2014-01-07,28.0,12.830894664146388,56.0,690.0,780.0,TSMC,AMD,1022.1212415329592,547.2,34.2,12.321428571428571,42.647065097420786,2
3871,Intel UHD Graphics 730,GPU,2021-01-01,14.0,15.0,180.38884849535506,3831.762484771893,300.0,Intel,Intel,998.4,499.2,124.8,21.241681604672802,33.28,3
3872,ATI Radeon DDR VIVO,GPU,2001-08-14,180.0,23.0,115.0,30.0,183.0,TSMC,ATI,731.3012736928799,164.56323233200558,91.33616637787712,0.2608695652173913,7.154923144869808,0
3873,AMD Radeon HD 7650M,GPU,2012-01-07,40.0,20.0,104.0,716.0,450.0,TSMC,AMD,822.1348957696907,432.0,100.00090374516627,6.884615384615385,21.6,0
3874,ATI Mobility Radeon 7500,GPU,2001-12-01,150.0,27.0,68.0,60.0,230.0,TSMC,ATI,1439.422232974598,316.7556916648632,86.98101171576435,0.8823529411764706,11.731692283883822,0
3875,XGI Volari Duo V5 Ultra,GPU,2003-09-15,130.0,34.007253212677185,86.11851581777293,90.0,350.0,UMC,Other,622.0799999999997,28.425369058060898,70.74683618497639,1.0450714244825154,0.8358619521633261,0
3876,NVIDIA A10G,GPU,2021-04-12,8.0,150.0,628.0,28300.0,1320.0,Samsung,NVIDIA,31520.0,31520.0,985.0,45.06369426751592,210.13333333333333,0
3877,ATI Radeon HD 4350 PCIe x1,GPU,2008-09-30,55.0,20.0,73.0,242.0,600.0,TSMC,ATI,384.84561772600284,96.0,8.846724408577854,3.315068493150685,4.8,0
3878,Intel Iris Xe Graphics G7 96EU,GPU,2020-09-02,10.0,15.0,146.0,176.99999999999997,300.0,Intel,Intel,3379.0,1690.0,422.4,1.2123287671232874,112.66666666666667,4
3879,NVIDIA GeForce GTX 1050,GPU,2016-10-25,14.0,75.0,132.0,3300.0,1354.0,Samsung,NVIDIA,29.1,1862.0,58.2,25.0,24.826666666666668,3
3880,AMD Radeon HD 6510,GPU,2011-05-14,40.0,39.0,104.0,627.0,650.0,TSMC,AMD,813.3477530173811,520.0,71.13736374900294,6.028846153846154,13.333333333333334,0
3881,ATI Mobility Radeon HD 3410,GPU,2008-07-25,55.0,7.0,67.0,181.0,400.0,TSMC,ATI,360.84434364265104,32.0,12.240835837176244,2.701492537313433,4.571428571428571,0
3882,Matrox QID,GPU,2004-12-17,0.0,10.829880133603197,83.43935503598757,625.5385847485416,250.0,UMC,Other,2958.445865662159,47.40071233381923,86.76518254649623,7.496924975975011,4.376845518977004,0
3883,AMD Radeon RX Vega Nano,GPU,NaT,14.0,175.0,495.0,12500.0,1247.0,GF,AMD,25099.993158170444,12660.0,791.6,25.252525252525253,72.34285714285714,3
3884,AMD Radeon R9 M395X,GPU,2015-05-05,28.0,75.0,366.0,5000.0,723.0,TSMC,AMD,2961.0,2961.0,185.1,13.66120218579235,39.48,2
3885,NVIDIA GeForce 320M,GPU,2010-04-01,40.0,23.0,100.0,486.0,450.0,Unknown,NVIDIA,384.5647511737482,91.2,20.08689151706656,4.86,3.965217391304348,0
3886,ATI Mobility Radeon X800 XT,GPU,2005-06-01,130.0,47.30919631286908,289.0,160.0,480.0,TSMC,ATI,468.47999999999996,132.98369554454283,76.07531535984823,0.5536332179930796,2.8109481011912374,0
3887,NVIDIA Switch GPU 20nm,GPU,2017-03-17,20.0,15.0,118.0,2000.0,384.0,TSMC,NVIDIA,786.4,393.2,12.29,16.949152542372882,26.21333333333333,0
3888,AMD Radeon Pro 5600M,GPU,2020-06-15,7.0,50.0,245.99999999999997,1177.9999999999998,1000.0,TSMC,AMD,10600.0,5299.0,331.2,4.788617886178861,105.98,5
3889,Intel UHD Graphics 615,GPU,2018-11-07,14.0,15.0,123.00003209311103,2914.4263743160027,300.0,Intel,Intel,691.2,345.6,86.4,23.694517186058796,23.040000000000003,3
3890,NVIDIA GeForce GT 230 OEM,GPU,2009-04-27,55.0,75.0,260.0,754.0,500.0,TSMC,NVIDIA,405.0956551418885,240.0,67.58548470977159,2.9,3.2,0
3891,NVIDIA Tesla P6,GPU,2017-03-24,16.0,90.0,314.0,7200.0,1012.0,TSMC,NVIDIA,96.38,6169.0,192.8,22.929936305732483,68.54444444444445,3
3892,AMD Radeon HD 8850M,GPU,2013-04-01,28.0,37.0,123.0,1500.0,575.0,TSMC,AMD,786.4000000000001,800.0,50.0,12.195121951219512,21.62162162162162,2
3893,NVIDIA GeForce 705M,GPU,NaT,40.0,15.0,79.0,292.0,738.0,TSMC,NVIDIA,457.773423473888,141.7,11.81,3.6962025316455698,9.446666666666665,0
3894,NVIDIA GeForce GTX 1080 Ti,GPU,2017-03-10,16.0,250.0,471.0,11800.0,1481.0,TSMC,NVIDIA,177.2,11340.0,354.4,25.05307855626327,45.36,3
3895,NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,65.0,75.0,324.0,754.0,500.0,TSMC,NVIDIA,405.1393006743699,240.0,52.78658390355725,2.3271604938271606,3.2,0
3896,AMD FirePro W4170M,GPU,2015-04-23,28.0,15.833282026294912,77.0,950.0,825.0,TSMC,AMD,1222.6134158240409,691.2,43.2,12.337662337662337,43.654878303316956,2
3897,AMD Xbox One S GPU,GPU,2016-08-02,16.0,95.0,240.0,5000.0,914.0,TSMC,AMD,2735.018476768115,1404.0,62.76987772180726,20.833333333333332,14.778947368421052,3
3898,AMD Radeon RX 580X Mobile,GPU,2018-04-11,14.0,100.0,232.0,5700.0,1000.0,GF,AMD,4963.0,4963.0,310.2,24.56896551724138,49.63,3
3899,NVIDIA GRID K520Q,GPU,2014-07-02,28.0,225.0,294.0,3540.0,745.0,TSMC,NVIDIA,3049.994434426096,2289.0,95.36,12.040816326530612,10.173333333333334,2
3900,AMD Radeon HD 8530M,GPU,2014-01-10,28.0,30.0,77.0,950.0,650.0,TSMC,AMD,781.6902303020006,448.0,28.0,12.337662337662337,14.933333333333334,2
3901,NVIDIA GeForce 8200M G mGPU Intel,GPU,2008-06-03,65.0,12.0,144.0,314.0,400.0,Unknown,Intel,360.806030259671,25.6,11.162850055852815,2.1805555555555554,2.1333333333333333,0
3902,ATI Radeon X800 XT Platinum,GPU,2004-03-01,130.0,63.0,289.0,160.0,520.0,TSMC,ATI,564.8000000000001,104.98965565705501,74.96187158330642,0.5536332179930796,1.666502470746905,0
3903,NVIDIA GeForce GT 430,GPU,2010-10-11,40.0,49.0,116.0,585.0,700.0,TSMC,NVIDIA,610.9315454957891,268.8,22.4,5.043103448275862,5.485714285714286,0
3904,AMD Radeon R7 M270,GPU,2014-01-09,28.0,35.0,77.0,950.0,725.0,TSMC,AMD,1144.3341113516624,633.6,39.6,12.337662337662337,18.102857142857143,2
3905,AMD Radeon Vega 6 Embedded,GPU,2018-05-10,14.0,15.0,210.0,4940.0,300.0,GF,AMD,1966.0,983.0,61.44,23.523809523809526,65.53333333333333,3
3906,NVIDIA GeForce Go 7700,GPU,2006-08-01,90.0,18.923126376628932,125.0,177.0,450.0,TSMC,NVIDIA,616.064223489588,27.443908324078294,28.554673099303916,1.416,1.4502840480932886,0
3907,NVIDIA Tesla C2075,GPU,2011-07-25,40.0,247.0,520.0,3000.0,574.0,TSMC,NVIDIA,2176.655986189114,1028.0,513.9,5.769230769230769,4.161943319838056,0
3908,AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD,2611.0,2611.0,163.2,24.390243902439025,40.16923076923077,3
3909,ATI Radeon X1050,GPU,2008-01-25,110.0,24.0,156.0,120.0,400.0,TSMC,ATI,607.5235875581482,35.70775697416574,90.84189910415343,0.7692307692307693,1.4878232072569058,0
3910,AMD FirePro S9150,GPU,2014-08-07,28.0,235.0,438.0,6200.0,900.0,TSMC,AMD,7873.389925219496,5069.0,2534.0,14.155251141552512,21.570212765957447,2
3911,NVIDIA A100 PCIe,GPU,2020-06-22,7.0,250.0,826.0,54200.0,765.0,TSMC,NVIDIA,77970.0,19490.0,9746.0,65.61743341404359,77.96,5
3912,AMD Radeon R9 FURY,GPU,2015-07-10,28.0,275.0,596.0,8900.0,1000.0,TSMC,AMD,7168.0,7168.0,448.0,14.93288590604027,26.065454545454546,2
3913,NVIDIA Quadro P3200 Max-Q,GPU,2018-02-21,16.0,75.0,314.0,7200.0,1139.0,TSMC,NVIDIA,78.62,5032.0,157.2,22.929936305732483,67.09333333333333,3
3914,ATI Mobility Radeon HD 5570,GPU,2012-11-23,40.0,20.0,104.0,627.0,550.0,TSMC,ATI,782.456847950143,440.0,64.88930152128498,6.028846153846154,22.0,0
3915,Matrox Millenium P750,GPU,2002-01-02,150.0,37.30332681557627,174.0,80.0,250.0,UMC,Other,629.76,63.87677782457759,112.0,0.45977011494252873,1.7123614239656872,0
3916,AMD Radeon RX 560,GPU,2017-04-18,14.0,75.0,123.0,3000.0,1175.0,GF,AMD,2611.0,2611.0,163.2,24.390243902439025,34.81333333333333,3
3917,AMD Radeon R6 Mobile Graphics,GPU,2014-09-17,28.0,17.0,245.0,2410.0,533.0,GF,AMD,776.6324243539925,409.3,25.58,9.83673469387755,24.076470588235296,2
3918,NVIDIA GeForce GTX 675MX,GPU,2012-10-01,28.0,100.0,294.0,3540.0,654.0,TSMC,NVIDIA,1267.224766452834,1256.0,52.32,12.040816326530612,12.56,2
3919,NVIDIA GeForce 6100,GPU,2004-10-11,90.0,53.666666666666664,117.8,145.2,425.0,Unknown,NVIDIA,2300.74399478107,27.520000000000003,29.615620272988068,1.2325976230899829,0.5127950310559007,0
3920,NVIDIA GeForce 945M,GPU,2015-10-27,28.0,75.0,148.0,1870.0,928.0,TSMC,NVIDIA,791.5734607036246,1306.0,40.8,12.635135135135135,17.413333333333334,2
3921,ATI FireGL V8600,GPU,2007-05-14,80.0,159.0,420.0,720.0,688.0,TSMC,ATI,875.8328695518894,440.3,72.91733030963572,1.7142857142857142,2.769182389937107,0
3922,ATI Radeon HD 4670 X2,GPU,2008-09-10,55.0,118.0,146.0,514.0,750.0,TSMC,ATI,956.5720578275403,480.0,100.02666471052906,3.5205479452054793,4.067796610169491,0
3923,AMD Radeon RX 560X Mobile,GPU,2019-01-09,14.0,65.0,123.0,3000.0,1223.0,GF,AMD,2192.0,2192.0,137.0,24.390243902439025,33.723076923076924,3
3924,ATI Radeon X800 GTO2,GPU,2005-09-15,130.0,49.0,297.0,160.0,400.0,TSMC,ATI,499.19999999999993,190.4150285512546,85.73485201451894,0.5387205387205387,3.886020990841931,0
3925,NVIDIA GeForce GT 420 OEM,GPU,2010-09-03,40.0,50.0,116.0,585.0,700.0,TSMC,NVIDIA,456.41773518456677,134.4,11.2,5.043103448275862,2.688,0
3926,AMD Radeon Vega 8 Mobile,GPU,2017-10-26,14.0,65.0,210.0,4940.0,300.0,GF,AMD,2255.0,1127.0,70.46,23.523809523809526,17.338461538461537,3
3927,AMD Radeon HD 8470D IGP,GPU,2013-07-29,32.0,65.0,246.0,1303.0,800.0,TSMC,AMD,604.3523028456009,307.2,12.747524002193188,5.296747967479675,4.726153846153846,1
3928,NVIDIA GeForce4 MX 440,GPU,2002-02-06,150.0,10.2,65.0,29.0,275.0,TSMC,NVIDIA,2520.3983201199535,728.9119398499047,238.7950771656434,0.4461538461538462,71.46195488724557,0
3929,ATI Mobility Radeon 9000 IGP,GPU,2003-05-01,150.0,24.36249811250521,92.0,76.0,222.0,Unknown,ATI,1429.0509886545944,165.77420025291067,91.99999999999999,0.8260869565217391,6.804482836175949,0
3930,NVIDIA Tesla K40t,GPU,2013-11-22,28.0,245.0,561.0,7080.0,745.0,TSMC,NVIDIA,5322.377383793135,5046.0,1682.0,12.620320855614974,20.59591836734694,2
3931,NVIDIA GeForce RTX 2070 Mobile Refresh,GPU,2020-03-04,12.0,115.0,445.0,10800.0,1260.0,TSMC,NVIDIA,13410.0,6705.0,209.5,24.269662921348313,58.30434782608695,0
3932,Intel HD Graphics 4400,GPU,2013-09-03,22.0,20.0,95.43655845431039,318.6734021376216,200.0,Intel,Intel,461.33862809944793,304.0,76.0,3.3391124669503287,15.2,2
3933,NVIDIA Quadro P620,GPU,2018-02-01,14.0,40.0,132.0,3300.0,1266.0,Samsung,NVIDIA,21.66,1386.0,43.33,25.0,34.65,3
3934,AMD Radeon RX 560X Mobile,GPU,2018-04-11,14.0,65.0,123.0,3000.0,1275.0,GF,AMD,2611.0,2611.0,163.2,24.390243902439025,40.16923076923077,3
3935,NVIDIA GeForce2 PRO,GPU,2000-12-05,150.0,25.286995273193252,88.0,25.0,200.0,TSMC,NVIDIA,1491.1121474189151,139.41538461538426,93.6,0.2840909090909091,5.513323473555537,0
3936,AMD Radeon HD 6350M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,384.70834963054415,80.0,10.903438584524157,4.9491525423728815,11.428571428571429,0
3937,AMD Radeon RX 5700,GPU,2019-07-07,7.0,180.0,251.0,10300.0,1465.0,TSMC,AMD,15900.0,7949.0,496.8,41.03585657370518,44.16111111111111,5
3938,NVIDIA GRID M60-1Q,GPU,2015-08-30,28.0,225.0,398.0,5200.0,557.0,TSMC,NVIDIA,4896.334850803781,4825.0,150.8,13.06532663316583,21.444444444444443,2
3939,ATI Mobility Radeon HD 4350,GPU,2009-01-09,55.0,22.522447189063858,73.0,242.0,450.0,TSMC,ATI,384.33192171015725,72.0,10.316775415422178,3.315068493150685,3.1968106927101942,0
3940,AMD Radeon HD 6330M,GPU,2010-11-26,40.0,7.0,59.0,292.0,500.0,TSMC,AMD,384.70834963054415,80.0,10.903438584524157,4.9491525423728815,11.428571428571429,0
3941,NVIDIA GeForce 7600 GT Mac Edition,GPU,2006-09-02,90.0,40.0,125.0,177.0,560.0,TSMC,NVIDIA,1363.5741132981505,66.44646645727617,14.779834203400775,1.416,1.6611616614319042,0
3942,NVIDIA GeForce GT 650M Mac Edition,GPU,2012-07-12,28.0,45.0,118.0,1270.0,900.0,TSMC,NVIDIA,1065.9097866620489,691.2,28.8,10.76271186440678,15.360000000000001,2
3943,ATI FireGL 9600 T2-128,GPU,2003-10-01,130.0,19.803983631575324,76.0,60.0,398.0,TSMC,ATI,610.6591972408617,29.20100742627006,92.41530125062793,0.7894736842105263,1.4745016946849112,0
3944,NVIDIA GeForce FX Go5200 32M,GPU,2003-03-01,150.0,36.89626380815712,124.0,45.0,200.0,TSMC,NVIDIA,549.238977171347,111.72307692307665,122.4,0.3629032258064516,3.0280322556230375,0
3945,AMD Radeon HD 8330 Mobile IGP,GPU,2013-08-13,28.0,15.0,110.0,1178.0,497.0,TSMC,AMD,385.1229927851139,127.2,7.952,10.709090909090909,8.48,2
3946,NVIDIA GeForce 8800 GS,GPU,2008-01-31,65.0,105.0,324.0,754.0,550.0,TSMC,NVIDIA,464.0497440972102,264.0,79.0511714312613,2.3271604938271606,2.5142857142857142,0
3947,NVIDIA GeForce 6200 AGP,GPU,2005-04-04,110.0,22.222734286914807,110.0,75.0,350.0,TSMC,NVIDIA,709.0667279429118,94.14687742859633,93.99904399370533,0.6818181818181818,4.236511862720327,0
3948,AMD Radeon R7 M365X,GPU,2015-05-05,28.0,18.32569667080862,56.0,690.0,900.0,TSMC,AMD,1415.8033433981273,737.3,46.08,12.321428571428571,40.23312255159501,2
3949,ATI Radeon HD 2900 GT,GPU,2007-11-06,80.0,150.0,420.0,720.0,601.0,TSMC,ATI,621.3482187734666,288.5,81.34510406723419,1.7142857142857142,1.9233333333333333,0
3950,NVIDIA GeForce GTX 560M,GPU,2011-05-30,40.0,75.0,238.0,1170.0,775.0,TSMC,NVIDIA,928.2157772450068,595.2,49.6,4.915966386554622,7.936000000000001,0
3951,AMD Radeon Pro 570X,GPU,2019-03-18,14.0,150.0,232.0,5700.0,1000.0,GF,AMD,3960.0,3960.0,247.5,24.56896551724138,26.4,3
3952,NVIDIA Quadro FX 2800M,GPU,2009-12-01,65.0,75.0,324.0,754.0,600.0,TSMC,NVIDIA,548.3718957997635,288.0,80.8544841824001,2.3271604938271606,3.84,0
3953,NVIDIA GeForce GTX 770M,GPU,2013-05-30,28.0,75.0,221.0,2540.0,706.0,TSMC,NVIDIA,2032.59712581426,1530.0,63.76,11.493212669683258,20.4,2
3954,ATI Radeon X600 XT,GPU,2004-09-01,130.0,25.0,92.0,75.0,500.0,TSMC,ATI,617.207156039797,62.17663297039818,74.24585401278125,0.8152173913043478,2.4870653188159273,0
3955,AMD Radeon Pro V320,GPU,2017-06-29,14.0,230.0,495.0,12500.0,852.0,GF,AMD,16379.999999999998,8192.0,512.0,25.252525252525253,35.61739130434783,3
3956,ATI All-In-Wonder X600 PRO,GPU,2005-07-01,110.0,32.0,74.0,107.0,400.0,TSMC,ATI,608.3492478486551,28.59708378947726,90.84534007481619,1.445945945945946,0.8936588684211644,0
3957,ATI Radeon X800 PRO AGP,GPU,2004-05-01,130.0,48.0,281.0,160.0,475.0,TSMC,ATI,725.76,71.10145915821481,76.97046319745583,0.5693950177935944,1.4812803991294752,0
3958,ATI Mobility Radeon X1450,GPU,2006-09-18,80.0,27.0,100.0,107.0,550.0,UMC,ATI,2283.557384211873,69.03339212032067,13.272028207592019,1.07,2.556792300752617,0
3959,NVIDIA Quadro FX 3000G,GPU,2003-07-22,130.0,35.0,207.0,135.0,400.0,TSMC,NVIDIA,600.72616966421,34.55483308710647,94.25873157786185,0.6521739130434783,0.9872809453458993,0
3960,NVIDIA Quadro FX 1700M,GPU,2008-10-01,65.0,50.0,144.0,314.0,625.0,UMC,NVIDIA,384.80494269446507,99.2,12.15022590250282,2.1805555555555554,1.984,0
3961,ATI Radeon HD 5570 OEM,GPU,2010-02-09,40.0,39.0,104.0,627.0,550.0,TSMC,ATI,751.8930362065348,352.0,54.51060186897998,6.028846153846154,9.025641025641026,0
3962,ATI Mobility Radeon HD 4225 IGP,GPU,2010-05-01,55.0,9.0,67.0,181.0,380.0,Unknown,ATI,360.51890589190253,30.4,12.614583014593839,2.701492537313433,3.3777777777777778,0
3963,NVIDIA GeForce GTX 1660 Ti Max-Q,GPU,2019-04-23,12.0,17.2,284.0,6600.0,1140.0,TSMC,NVIDIA,8202.0,4101.0,128.2,23.239436619718308,238.43023255813955,0
3964,AMD Radeon HD 8510 OEM,GPU,2013-07-23,40.0,60.0,118.0,716.0,650.0,TSMC,AMD,1187.505130214719,624.0,36.30901873739646,6.067796610169491,10.4,0
3965,NVIDIA Quadro FX 1300,GPU,2004-08-09,130.0,55.0,207.0,135.0,350.0,TSMC,NVIDIA,556.7999999999998,33.93185761980666,77.89792502185516,0.6521739130434783,0.6169428658146665,0
3966,ATI Radeon HD 4200 IGP,GPU,2009-08-01,55.0,15.0,67.0,181.0,500.0,Unknown,ATI,384.3649228284681,40.0,12.032807764868652,2.701492537313433,2.6666666666666665,0
3967,NVIDIA GeForce Go 6800 Ultra,GPU,2005-02-24,130.0,89.0,225.0,222.0,450.0,TSMC,NVIDIA,587.52,84.43473070803346,80.33526934329748,0.9866666666666667,0.9487048394161063,0
3968,NVIDIA GeForce GT 610 PCIe x1,GPU,2012-04-02,40.0,29.0,79.0,292.0,810.0,TSMC,NVIDIA,460.20666211950504,155.5,12.96,3.6962025316455698,5.362068965517241,0
3969,NVIDIA GeForce GT 330 OEM,GPU,2010-02-02,40.0,75.0,144.0,727.0,550.0,TSMC,NVIDIA,607.5720391951808,257.3,53.58977757877869,5.048611111111111,3.4306666666666668,0
3970,NVIDIA GRID K120Q,GPU,2014-07-02,28.0,130.0,118.0,1270.0,850.0,TSMC,NVIDIA,604.5196820981237,326.4,13.6,10.76271186440678,2.5107692307692306,2
3971,AMD Radeon R7 A360,GPU,2015-01-01,28.0,25.11228343893058,125.0,1550.0,900.0,TSMC,AMD,752.6,752.6,47.04,12.4,29.969397320248227,2
3972,NVIDIA Quadro K5000 SYNC,GPU,2013-01-25,28.0,122.0,294.0,3540.0,706.0,TSMC,NVIDIA,2591.3130189334206,2169.0,90.37,12.040816326530612,17.778688524590162,2
3973,NVIDIA P106-100,GPU,2017-06-19,16.0,120.0,200.0,4400.0,1506.0,TSMC,NVIDIA,68.36,4375.0,136.7,22.0,36.458333333333336,3
3974,ATI Radeon HD 3850 X2,GPU,2008-04-04,55.0,140.0,192.0,666.0,669.0,TSMC,ATI,782.2469454205428,428.2,85.63,3.46875,3.0585714285714283,0
3975,ATI Mobility FireGL V5700,GPU,2008-01-07,55.0,44.594324275662,135.0,378.0,600.0,TSMC,ATI,454.61720067832886,144.0,13.269800194114884,2.8,3.2291104829811292,0
3976,ATI Radeon HD 2950 PRO,GPU,NaT,55.0,75.0,192.0,666.0,600.0,TSMC,ATI,752.3026445293888,384.0,76.8,3.46875,5.12,0
3977,AMD FirePro A320,GPU,2012-06-06,32.0,100.0,246.0,1303.0,800.0,TSMC,AMD,1048.0482297780848,733.4,28.61007164687797,5.296747967479675,7.334,1
3978,ATI FirePro M5725,GPU,2009-01-09,55.0,35.0,146.0,514.0,675.0,TSMC,ATI,781.4668855288827,432.0,74.08884212333014,3.5205479452054793,12.342857142857143,0
3979,ATI Radeon HD 5690,GPU,2011-02-01,40.0,64.0,104.0,627.0,775.0,TSMC,ATI,1167.1933874313074,620.0,37.32991637581927,6.028846153846154,9.6875,0
3980,ATI Radeon HD 3830,GPU,2008-04-01,55.0,75.0,192.0,666.0,668.0,TSMC,ATI,782.0211292937743,427.5,85.5,3.46875,5.7,0
3981,AMD Radeon HD 7490M,GPU,2012-01-07,40.0,9.0,67.0,370.0,800.0,TSMC,AMD,653.3230051772065,256.0,12.960000000000004,5.522388059701493,28.444444444444443,0
3982,NVIDIA GeForce PCX 5900,GPU,2003-03-17,130.0,55.0,207.0,135.0,350.0,TSMC,NVIDIA,476.1599999999998,33.82889510613332,69.82948332870046,0.6521739130434783,0.6150708201115148,0
3983,NVIDIA GeForce 6600 GT,GPU,2004-08-12,110.0,47.0,154.0,146.0,500.0,TSMC,NVIDIA,621.6840362094191,40.32,12.258118430790597,0.948051948051948,0.857872340425532,0
3984,AMD Radeon HD 8670M,GPU,2013-03-01,28.0,12.470391886961874,77.0,950.0,775.0,TSMC,AMD,1182.6948368817168,633.6,39.6,12.337662337662337,50.80834714283884,2
3985,NVIDIA Quadro K6000 SDI,GPU,2013-07-23,28.0,239.0,561.0,7080.0,902.0,TSMC,NVIDIA,3736.175575519201,5196.0,1732.0,12.620320855614974,21.740585774058577,2
3986,AMD Radeon HD 7590M,GPU,2012-01-07,40.0,18.0,104.0,716.0,600.0,TSMC,AMD,891.4825598614212,576.0,33.338801993323365,6.884615384615385,32.0,0
3987,NVIDIA GeForce 8200,GPU,2007-04-17,80.0,40.0,127.0,210.0,500.0,Unknown,NVIDIA,384.3166597539692,38.4,11.178113743041147,1.6535433070866141,0.96,0
3988,ATI Radeon X1900 G5 Mac Edition,GPU,2006-11-06,90.0,75.0,352.0,384.0,575.0,TSMC,ATI,2907.812468030781,81.48497036938377,56.151536365464494,1.0909090909090908,1.0864662715917837,0
3989,NVIDIA GeForce GT 220 OEM,GPU,2009-10-12,40.0,58.0,144.0,727.0,506.0,TSMC,NVIDIA,384.81845291950054,97.15,17.043811124560037,5.048611111111111,1.675,0
3990,AMD Radeon RX Vega 11 Mobile,GPU,2019-10-22,14.0,15.0,210.0,4940.0,300.0,GF,AMD,3942.0,1971.0,123.2,23.523809523809526,131.4,3
3991,NVIDIA GeForce 8300 GS,GPU,2007-04-17,80.0,40.0,127.0,210.0,459.0,TSMC,NVIDIA,383.9425759124178,14.69,10.871099049228324,1.6535433070866141,0.36724999999999997,0
3992,NVIDIA Tesla V100 SXM3 32 GB,GPU,2018-03-27,12.0,250.0,815.0,21100.0,1290.0,TSMC,NVIDIA,31330.0,15670.0,7834.0,25.88957055214724,62.68,0
3993,NVIDIA GeForce 9800M GS,GPU,2008-11-01,65.0,60.0,240.0,505.0,530.0,TSMC,NVIDIA,385.3932865115642,169.6,17.41698988782916,2.1041666666666665,2.8266666666666667,0
3994,Intel Iris Plus Graphics 655,GPU,2018-04-03,14.0,15.0,126.74996305429895,162.00725023250902,300.0,Intel,Intel,1613.0,806.4,201.6,1.2781640824866045,53.76,3
3995,AMD Radeon HD 6770M,GPU,2011-01-04,40.0,35.0,104.0,716.0,725.0,TSMC,AMD,1514.9648786369423,696.0,38.61592827701288,6.884615384615385,19.885714285714286,0
3996,AMD Radeon HD 6830M,GPU,2011-01-04,40.0,39.0,166.0,1040.0,575.0,TSMC,AMD,1770.2408297519396,920.0,181.9914989534552,6.265060240963855,23.58974358974359,0
3997,AMD Radeon HD 6530M,GPU,2010-11-26,40.0,26.0,104.0,627.0,450.0,TSMC,AMD,751.8310576400183,360.0,90.52052432807723,6.028846153846154,13.846153846153847,0
3998,Intel Iris Plus Graphics G7,GPU,2020-05-04,10.0,15.0,114.96785222189366,162.1797816914338,300.0,Intel,Intel,2150.0,1075.0,268.8,1.4106533135751615,71.66666666666667,4
3999,ATI Radeon HD 4750,GPU,2009-09-09,40.0,100.0,137.0,826.0,730.0,TSMC,ATI,1714.2908673690672,934.4,186.9,6.029197080291971,9.344,0
4000,NVIDIA GeForce GT 415 OEM,GPU,2010-09-03,40.0,32.0,100.0,486.0,625.0,TSMC,NVIDIA,453.910108096507,130.6,13.351045754639223,4.86,4.08125,0
4001,NVIDIA GeForce MX130,GPU,2017-11-17,28.0,30.0,101.00169684118919,764.4832045542698,1109.0,TSMC,NVIDIA,785.2136260341687,913.2,28.54,7.569013476638031,30.44,2
