memoryName,gen,latency,readUncached,write,price,perf_score,value_score,gen_numeric
Gold Key Technology Co Ltd GKE800SO102408-2666A 8GB,DDR4,34,16900.0,13200.0,168.495,860.0,5.073895985132305,4
Kingston KHX2800C14D4/4GX 4GB,DDR4,30,16800.0,13200.0,168.495,967.741935483871,5.709560373367185,4
Avexir Technologies Corporation DDR4-3000 CL16 4GB 4GB,DDR4,23,16700.0,13200.0,168.495,1245.8333333333333,7.350265986213949,4
Kingston KHX2400C12D4/16GX 16GB,DDR4,29,16700.0,13200.0,168.495,996.6666666666666,5.880212788971159,4
Corsair CMW32GX4M2A2666C16 16GB,DDR4,30,16700.0,13200.0,219.0,964.516129032258,4.3841642228739,4
Apacer Technology D12.2356WS.001 8GB,DDR4,30,16700.0,13200.0,168.495,964.516129032258,5.69052850545596,4
Corsair CM4B8G2J2666A15D 8GB,DDR4,32,16700.0,13200.0,168.495,906.060606060606,5.345647989973781,4
Kingston KHX3200C20S4/8G 8GB,DDR4,33,16700.0,13200.0,168.495,879.4117647058823,5.188423049092199,4
Samsung M378A2K43DB1-CVF 16GB,DDR4,30,16600.0,13200.0,168.495,961.2903225806451,5.671496637544736,4
Hoodisk Electronics Co Ltd GKE160SO102408-2400 16GB,DDR4,27,16400.0,13200.0,168.495,1057.142857142857,6.237014998335391,4
Crucial Technology CT16G4DFD8266.C16FN 16GB,DDR4,31,16400.0,13200.0,168.495,925.0,5.457388123543467,4
Corsair CM4X16GE2666C18S4 16GB,DDR4,32,16400.0,13200.0,168.495,896.969696969697,5.2920127258603324,4
Silicon Power Computer & Communications SP016GBSFU266F02 16GB,DDR4,34,16300.0,13200.0,168.495,842.8571428571429,4.972755201375515,4
Corsair CM4X8GF2666C18S2 8GB,DDR4,31,16200.0,13200.0,168.495,918.75,5.420513879465471,4
Crucial Technology CT16G4DFRA266.C8FB 16GB,DDR4,35,16200.0,13200.0,63.99,816.6666666666666,12.566035800379543,4
Crucial Technology CT4G4DFS824A.C8FBD1 4GB,DDR4,29,16100.0,13200.0,38.33,976.6666666666666,24.832612933299433,4
Apacer Technology 76.C102G.D170B 8GB,DDR4,31,16100.0,13200.0,168.495,915.625,5.402076757426473,4
Team Group Inc. TEAMGROUP-SD4-3200 16GB,DDR4,46,16000.0,13200.0,168.495,621.2765957446809,3.6654567730297702,4
Samsung M474A2K43BB1-CRC 16GB,DDR4,34,15900.0,13200.0,159.44,831.4285714285714,5.182177583075115,4
Essencore Limited KD4AGS88C-26N1900 16GB,DDR4,36,15800.0,13200.0,168.495,783.7837837837837,4.624229527619008,4
G Skill Intl F4-2800C18-16GRS 16GB,DDR4,36,15700.0,13200.0,168.495,781.081081081081,4.608283908558253,4
Samsung 9905599-020.A00G 16GB,DDR4,26,15600.0,13200.0,168.495,1066.6666666666667,6.293204322644719,4
G Skill Intl F4-3200C14-8GTZSW 8GB,DDR4,32,15600.0,13200.0,168.495,872.7272727272727,5.148985354891134,4
Corsair CMD64GX4M4C3200C16 16GB,DDR4,35,15500.0,13200.0,429.99,797.2222222222222,1.8497464493891325,4
Crucial Technology CT16G4SFRA266.M8FB 16GB,DDR4,31,15200.0,13200.0,168.495,887.5,5.2361426590754885,4
Corsair CMR64GX4M4K3600C18 16GB,DDR4,29,14000.0,13200.0,168.495,906.6666666666666,5.349223674248011,4
A-DATA Technology AD4S3200316G22-BHYD 16GB,DDR4,66,13900.0,13200.0,168.495,404.4776119402985,2.3863689898834686,4
Corsair CMK16GX4M4C3000C16 4GB,DDR4,29,12300.0,13200.0,96.99,850.0,8.674354525972038,4
Corsair CMD64GX4M8X3800C19 8GB,DDR4,31,11600.0,13200.0,168.495,775.0,4.572406265671553,4
G Skill Intl F4-3866C18-8GTZ 8GB,DDR4,29,20200.0,13100.0,168.495,1110.0,6.548865748252161,4
Hewlett-Packard 7EH55AA# 8GB,DDR4,31,18400.0,13100.0,168.495,984.375,5.807693442284433,4
Mushkin MR[A/B]4U266GHHF16G 16GB,DDR4,23,18000.0,13100.0,168.495,1295.8333333333333,7.64525993883792,4
G Skill Intl F4-3000C15-16GTZ 16GB,DDR4,30,17900.0,13100.0,168.495,1000.0,5.899879052479424,4
Golden Empire CL14-16-16 D4-3000 4GB,DDR4,21,17700.0,13100.0,168.495,1400.0,8.259830673471194,4
Corsair CMD32GX4M4A2400C12 8GB,DDR4,22,17700.0,13100.0,259.99,1339.1304347826087,5.130964538038272,4
Hoodisk Electronics Co Ltd GKE400UD51208-2400AH 4GB,DDR4,22,17700.0,13100.0,168.495,1339.1304347826087,7.900707600711577,4
Kingston 99U5702-025.A00G 8GB,DDR4,23,17700.0,13100.0,168.495,1283.3333333333333,7.571511450681927,4
Kingston 9905625-139.A00G 16GB,DDR4,23,17500.0,13100.0,168.495,1275.0,7.522345791911266,4
Corsair CM4B8G1J2800K14K 8GB,DDR4,27,17400.0,13100.0,168.495,1089.2857142857142,6.426653967879372,4
Crucial Technology BLS16G4D30AESC.M16FE 16GB,DDR4,28,17400.0,13100.0,96.04,1051.7241379310344,10.838047587912556,4
Apacer Technology 78.C1GS7.DFW0C 8GB,DDR4,27,17300.0,13100.0,168.495,1085.7142857142858,6.405582971263375,4
Corsair CMD32GX4M2A2666C15 16GB,DDR4,28,17300.0,13100.0,440.19,1048.2758620689656,2.3760190894375794,4
Corsair CMW64GX4M8X3600C18 8GB,DDR4,21,17200.0,13100.0,619.99,1377.2727272727273,2.217866193131495,4
G Skill Intl F4-2133C15-16GFX 16GB,DDR4,23,17200.0,13100.0,168.495,1262.5,7.448597303755273,4
Micron Technology 18ASF1G72AZ-2G1A1 8GB,DDR4,23,17200.0,13100.0,168.495,1262.5,7.448597303755273,4
Crucial Technology BLS16G4D30BESB.16FD 16GB,DDR4,50,17200.0,13100.0,89.99,594.1176470588235,6.529482877885741,4
Micron Technology 4ATS1G64HZ-2G3B1 8GB,DDR4,28,17100.0,13100.0,168.495,1041.3793103448277,6.144011978788918,4
Kingston KHX2666C15D4/4G 4GB,DDR4,31,17100.0,13100.0,168.495,943.75,5.568010855777456,4
Kingston KHX2666C15D4/8G 8GB,DDR4,31,17100.0,13100.0,168.495,943.75,5.568010855777456,4
Corsair CMU32GX4M4C3000C15 8GB,DDR4,33,17100.0,13100.0,377.16,888.2352941176471,2.3488346047113575,4
G Skill Intl F4-3000C16-8GVRB 8GB,DDR4,30,17000.0,13100.0,168.495,970.9677419354839,5.728592241278409,4
Corsair CMT32GX4M2C3200C14 16GB,DDR4,23,16900.0,13100.0,168.495,1250.0,7.37484881559928,4
A-DATA Technology DDR4 3000 2OZ 8GB,DDR4,31,16900.0,13100.0,168.495,937.5,5.53113661169946,4
Wilk Elektronik S.A. IRH2666D464L19S/8G 8GB,DDR4,31,16900.0,13100.0,168.495,937.5,5.53113661169946,4
Corsair CMK32GX4M4B3000C15 8GB,DDR4,32,16900.0,13100.0,194.99,909.0909090909091,4.63845557983014,4
Patriot Memory (PDP Systems) 3000 C16 Series 4GB,DDR4,32,16900.0,13100.0,168.495,909.0909090909091,5.363526411344931,4
G Skill Intl F4-3000C16-16GVRB 16GB,DDR4,32,16800.0,13100.0,168.495,906.060606060606,5.345647989973781,4
G Skill Intl F4-2666C19-32GNT 32GB,DDR4,31,16700.0,13100.0,168.495,931.25,5.494262367621464,4
Team Group Inc. DDR4 3000 4GB,DDR4,32,16700.0,13100.0,168.495,903.030303030303,5.327769568602632,4
G Skill Intl F4-2666C18-8GRS 8GB,DDR4,30,16600.0,13100.0,168.495,958.0645161290323,5.652464769633513,4
Corsair CMD16GX4M4B3300C16 4GB,DDR4,23,16500.0,13100.0,270.78,1233.3333333333333,4.537984153849928,4
Corsair CMSX16GX4M2A3000C16 8GB,DDR4,27,16500.0,13100.0,129.99,1057.142857142857,8.0704088643626,4
Crucial Technology CT8G4SFD824A.M16FB 8GB,DDR4,28,16500.0,13100.0,168.495,1020.6896551724138,6.021945515634171,4
Crucial Technology BL4G24C16U4B.8FB 4GB,DDR4,29,16500.0,13100.0,168.495,986.6666666666666,5.821213998446365,4
Kingston KHX2400C14S4/8G 8GB,DDR4,31,16500.0,13100.0,168.495,925.0,5.457388123543467,4
Crucial Technology BLE8G4D26AFEA.16FBD 8GB,DDR4,34,16500.0,13100.0,168.495,845.7142857142857,4.9896119986683125,4
Crucial Technology CT8G4DFD824A.M16FF 8GB,DDR4,24,16300.0,13100.0,168.495,1176.0,6.938257765715803,4
Crucial Technology CT8G4SFS832A.M8FRS 8GB,DDR4,54,16300.0,13100.0,168.495,534.5454545454545,3.1537535298708192,4
A-DATA Technology AO1E34RCSV1-BF1S 16GB,DDR4,58,16300.0,13100.0,168.495,498.3050847457627,2.93993973123551,4
Crucial Technology CT8G4SFD824A.C16FE 8GB,DDR4,24,16200.0,13100.0,168.495,1172.0,6.914658249505885,4
Smart Modular SF464128CK8I6GKSEG 4GB,DDR4,33,16200.0,13100.0,168.495,861.7647058823529,5.084307536401386,4
Micron Technology 8ATF1G64AZ-2G6H1 8GB,DDR4,34,16200.0,13100.0,168.495,837.1428571428571,4.939041606789917,4
"PNY Technologies, Inc. 16GU1X16LIII43-12-K 16GB",DDR4,35,16200.0,13100.0,168.495,813.8888888888889,4.801846006601309,4
Crucial Technology CT8G4SFRA32A.C8FE 8GB,DDR4,29,16100.0,13100.0,168.495,973.3333333333334,5.742548944413306,4
Crucial Technology CT8G4SFRA266.M8FRS 8GB,DDR4,34,16100.0,13100.0,168.495,834.2857142857143,4.92218480949712,4
Crucial Technology CT8G4SFS824A.C8FP 8GB,DDR4,31,16000.0,13100.0,168.495,909.375,5.365202513348477,4
Teclast TLD416G26A30 16GB,DDR4,36,15900.0,13100.0,168.495,783.7837837837837,4.624229527619008,4
Crucial Technology BLT16G4D26BFT4.C16FD 16GB,DDR4,38,15900.0,13100.0,168.495,743.5897435897435,4.387089551843674,4
Crucial Technology BL8G32C16S4B.8FE 8GB,DDR4,40,15900.0,13100.0,168.495,707.3170731707318,4.1730851834610565,4
Corsair CMD16GX4M4B3000C14 4GB,DDR4,25,15800.0,13100.0,452.44,1111.5384615384614,2.451346289560827,4
SK Hynix HMA82GU6DJR8N-XN 16GB,DDR4,32,15700.0,13100.0,168.495,872.7272727272727,5.148985354891134,4
Crucial Technology CT8G4DFS824A.M8FR 8GB,DDR4,32,15600.0,13100.0,168.495,869.6969696969697,5.131106933519984,4
Corsair CMSX16GX4M1A2666C18 16GB,DDR4,34,15600.0,13100.0,73.99,820.0,10.934791305507401,4
Corsair CMSX32GX4M2A2666C18 16GB,DDR4,37,15200.0,13100.0,139.99,744.7368421052631,5.282196199058537,4
Kingston CBD24D4S7S8ME-8 8GB,DDR4,24,15100.0,13100.0,168.495,1128.0,6.6550635711967905,4
"PNY Technologies, Inc. 16GU2X08LIII43-12-K 16GB",DDR4,42,15100.0,13100.0,168.495,655.8139534883721,3.869223006509762,4
Samsung M471A1K43BB1-CTD 8GB,DDR4,34,14900.0,13100.0,168.495,800.0,4.719903241983539,4
Corsair CM4X16GE2666Z16K4 16GB,DDR4,39,14800.0,13100.0,168.495,697.5,4.115165639104398,4
Corsair CMT128GX4M4C3200C16 32GB,DDR4,53,13500.0,13100.0,168.495,492.5925925925926,2.906236718443568,4
Wilk Elektronik S.A. IRX3200D464L16A/16G 16GB,DDR4,37,20500.0,13000.0,168.495,881.578947368421,5.201209164685808,4
Kingston LV32D4U2S8HD-8X 8GB,DDR4,38,19700.0,13000.0,168.495,838.4615384615385,4.946821667078901,4
SanMax Technologies Inc. SMD4-U8G46ME-32AA 8GB,DDR4,30,18400.0,13000.0,168.495,1012.9032258064516,5.97600652412432,4
G Skill Intl F4-2800C15-8GTZB 8GB,DDR4,28,18000.0,13000.0,168.495,1068.9655172413793,6.306767262995247,4
G Skill Intl F4-2400C17-8GSXW 8GB,DDR4,22,17800.0,13000.0,168.495,1339.1304347826087,7.900707600711577,4
Corsair CMU16GX4M2D3200C16 8GB,DDR4,22,17600.0,13000.0,168.495,1330.4347826086957,7.84940430460306,4
Crucial Technology BLS16G4D240FSB.16FAD 16GB,DDR4,30,17600.0,13000.0,65.99,987.0967741935484,14.73498692631062,4
SanMax Technologies Inc. SMD4-U8G48MB-24RX 8GB,DDR4,29,17500.0,13000.0,168.495,1016.6666666666666,5.998210370020748,4
Avexir Technologies Corporation DDR4-2666 CL15 8GB 8GB,DDR4,22,17400.0,13000.0,168.495,1321.7391304347825,7.798101008494543,4
Crucial Technology CT16G4DFD8266.M16FJ 16GB,DDR4,28,17400.0,13000.0,168.495,1048.2758620689656,6.1847007998405,4
Crucial Technology BLE4G4D32AEEA.K8FD 4GB,DDR4,23,17300.0,13000.0,107.83,1262.5,11.600661582284296,4
Crucial Technology BLS4G4D26BFSE.8FBD2 4GB,DDR4,27,17300.0,13000.0,168.495,1082.142857142857,6.384511974647377,4
G Skill Intl F4-3000C16-16GISB 16GB,DDR4,30,17300.0,13000.0,168.495,977.4193548387096,5.766655977100856,4
InnoDisk Corporation M4SI-8GS1NC0K-C 8GB,DDR4,22,17200.0,13000.0,168.495,1313.0434782608695,7.746797712386026,4
Corsair CM4X8GE2400C14K4 8GB,DDR4,23,17200.0,13000.0,168.495,1258.3333333333333,7.424014474369941,4
Shanghai Kuxin Microelectronics Ltd NMUD480E82-2400E 8GB,DDR4,23,17200.0,13000.0,168.495,1258.3333333333333,7.424014474369941,4
Crucial Technology CT16G4DFD824A.M16FH 16GB,DDR4,25,17200.0,13000.0,168.495,1161.5384615384614,6.852936437879945,4
G Skill Intl F4-2666C19-8GVR 8GB,DDR4,29,17200.0,13000.0,168.495,1006.6666666666666,5.939211579495954,4
Corsair CMK16GX4M1B3000C15 16GB,DDR4,29,17100.0,13000.0,81.99,1003.3333333333334,12.089810017271159,4
Crucial Technology BL16G26C16U4R.16FE 16GB,DDR4,29,17100.0,13000.0,168.495,1003.3333333333334,5.919545315987689,4
Corsair CM4X8GD3000C16K4D 8GB,DDR4,30,17100.0,13000.0,168.495,970.9677419354839,5.728592241278409,4
G Skill Intl F4-3200C16-4GTZB 4GB,DDR4,30,17100.0,13000.0,168.495,970.9677419354839,5.728592241278409,4
G Skill Intl F4-3333C16-8GTZKW 8GB,DDR4,22,17000.0,13000.0,168.495,1304.3478260869565,7.695494416277509,4
Corsair CMW16GX4M2A2666C16 8GB,DDR4,30,16800.0,13000.0,118.98,961.2903225806451,8.012088036178072,4
Kingston 9905711-038.A00G 8GB,DDR4,32,16800.0,13000.0,168.495,903.030303030303,5.327769568602632,4
Kingston KHX2666C16/8G 8GB,DDR4,30,16700.0,13000.0,168.495,958.0645161290323,5.652464769633513,4
Transcend Information TS512MLH64V4H 4GB,DDR4,23,16600.0,13000.0,168.495,1233.3333333333333,7.276517498057956,4
G Skill Intl F4-2400C15-16GFT 16GB,DDR4,34,16400.0,13000.0,168.495,840.0,4.955898404082716,4
Corsair CMK64GX4M4A2666C16 16GB,DDR4,35,16400.0,13000.0,399.99,816.6666666666666,2.0366260172739135,4
Corsair CMK64GX4M2A2400C16 32GB,DDR4,26,16200.0,13000.0,463.98,1081.4814814814815,2.325866664117772,4
Crucial Technology BL8G26C16U4W.8FD 8GB,DDR4,29,16200.0,13000.0,168.495,973.3333333333334,5.742548944413306,4
Corsair CMWX8GD3000C16W4D 8GB,DDR4,31,16200.0,13000.0,168.495,912.5,5.383639635387475,4
Kingston KF2666C16D4/8G 8GB,DDR4,32,16200.0,13000.0,168.495,884.8484848484849,5.220499040375733,4
Mushkin MB[A/B]4U240FFFF16G 16GB,DDR4,30,16100.0,13000.0,239.99,938.7096774193549,3.895222529645856,4
Samsung M471A1K43DB1-CWE 8GB,DDR4,34,16100.0,13000.0,168.495,831.4285714285714,4.905328012204321,4
Super Talent F24UB16GV 16GB,DDR4,24,16000.0,13000.0,168.495,1160.0,6.8438597008761315,4
SK Hynix HMA81GU6DJR8N-WM 8GB,DDR4,29,15700.0,13000.0,168.495,956.6666666666666,5.644217626871982,4
Team Group Inc. TEAMGROUP-SD4-2666 16GB,DDR4,34,15700.0,13000.0,168.495,820.0,4.837900823033127,4
SK Hynix HMAA4GS6AJR8N-XN 32GB,DDR4,42,15700.0,13000.0,168.495,667.4418604651163,3.937826251306034,4
Micron Technology 9ASF51272AZ-2G3B1 4GB,DDR4,29,15400.0,13000.0,168.495,946.6666666666666,5.585218836347188,4
SK Hynix HMA82GS6DJR8N-WM 16GB,DDR4,43,15000.0,13000.0,168.495,636.3636363636364,3.754468487941452,4
Crucial Technology CT16G4SFD8266.C16FE 16GB,DDR4,37,14900.0,13000.0,168.495,734.2105263157895,4.3317533043204195,4
Gold Key Technology Co Ltd NMUD416F82-3200D 16GB,DDR4,25,14500.0,13000.0,168.495,1057.6923076923076,6.240256690122467,4
Chun Well Technology Holding Limited D4U0832161B 8GB,DDR4,33,19400.0,12900.0,168.495,950.0,5.604885099855453,4
AMD R948G3206U2S 8GB,DDR4,36,18500.0,12900.0,168.495,848.6486486486486,5.0069243850771326,4
Corsair CM4B8G1J2400A16K2-ON 8GB,DDR4,26,18300.0,12900.0,168.495,1155.5555555555557,6.817638016198446,4
Apacer Technology GD2.1831WS.001 16GB,DDR4,35,18100.0,12900.0,168.495,861.1111111111111,5.080451406301726,4
Kingston 9905665-021.A00G 4GB,DDR4,21,18000.0,12900.0,168.495,1404.5454545454545,8.286648305527917,4
Crucial Technology BL8G30C15U4R.8FE 8GB,DDR4,32,17900.0,12900.0,168.495,933.3333333333334,5.506553782314129,4
Silicon Power Computer & Communications SP016GXLZU320BSA 16GB,DDR4,40,17900.0,12900.0,168.495,751.219512195122,4.4321042638138115,4
Apacer Technology 78.CAGNT.4050B 8GB,DDR4,22,17700.0,12900.0,168.495,1330.4347826086957,7.84940430460306,4
Crucial Technology BLS4G4D240FSB.M8FBD 4GB,DDR4,22,17600.0,12900.0,168.495,1326.0869565217392,7.823752656548802,4
Corsair CMK16GX4M2D2400C14 8GB,DDR4,23,17600.0,12900.0,168.495,1270.8333333333333,7.497762962525934,4
Corsair CMSX8GX4M2A2666C18 4GB,DDR4,30,17600.0,12900.0,134.83,983.8709677419355,7.243399600544323,4
Corsair CM4B16G1J2400A16K2-O 16GB,DDR4,30,17600.0,12900.0,168.495,983.8709677419355,5.804719712923304,4
Gloway International Co. Ltd. STK4U2400D17082C 8GB,DDR4,22,17500.0,12900.0,168.495,1321.7391304347825,7.798101008494543,4
Kingston 9905670-012.A00G 8GB,DDR4,22,17500.0,12900.0,168.495,1321.7391304347825,7.798101008494543,4
Kingston 9905678-058.A00G 4GB,DDR4,22,17500.0,12900.0,168.495,1321.7391304347825,7.798101008494543,4
Corsair CMT16GX4M2K4266C19 8GB,DDR4,23,17500.0,12900.0,168.495,1266.6666666666667,7.4731801331406045,4
G Skill Intl F4-3000C16-16GSXWB 16GB,DDR4,30,17500.0,12900.0,168.495,980.6451612903226,5.78568784501208,4
Teikon TMA41GU6AFR8N-TFSC 8GB,DDR4,30,17500.0,12900.0,168.495,980.6451612903226,5.78568784501208,4
Jinyu 16GB,DDR4,21,17300.0,12900.0,168.495,1372.7272727272727,8.098924881130845,4
SK Hynix HMA81GU6DJR8N-XN 8GB,DDR4,31,17300.0,12900.0,168.495,943.75,5.568010855777456,4
G Skill Intl F4-3333C16-16GTZKW 16GB,DDR4,23,17200.0,12900.0,168.495,1254.1666666666667,7.399431644984611,4
G Skill Intl F4-2800C16-8GVR 8GB,DDR4,28,17100.0,12900.0,168.495,1034.4827586206898,6.103323157737336,4
Corsair CMK16GX4M2C3000C16 8GB,DDR4,29,17100.0,12900.0,200.99,1000.0,4.950740135650279,4
Crucial Technology BL8G26C16U4B.8FE 8GB,DDR4,31,17100.0,12900.0,168.495,937.5,5.53113661169946,4
EXCELERAM EKBLACK4163016AD 8GB,DDR4,31,17100.0,12900.0,168.495,937.5,5.53113661169946,4
Avexir Technologies Corporation DDR4-2666 CL17 4GB 4GB,DDR4,23,17000.0,12900.0,168.495,1245.8333333333333,7.350265986213949,4
Samsung M391A2K43BB1-CRC 16GB,DDR4,24,17000.0,12900.0,168.495,1196.0,7.056255346765391,4
Golden Empire CL16-18-18 D4-3000 16GB,DDR4,30,16900.0,12900.0,168.495,961.2903225806451,5.671496637544736,4
Micron Technology 8ATF1G64AZ-3G2R1 8GB,DDR4,32,16900.0,12900.0,168.495,903.030303030303,5.327769568602632,4
Chun Well Technology Holding Limited D4U0826190B 8GB,DDR4,29,16700.0,12900.0,168.495,986.6666666666666,5.821213998446365,4
Panram International Corporation W4N2400PS-8G 8GB,DDR4,23,16600.0,12900.0,168.495,1229.1666666666667,7.251934668672626,4
Crucial Technology BLT4G4D26AFTA.8FBD 4GB,DDR4,23,16500.0,12900.0,168.495,1225.0,7.227351839287294,4
"PNY Technologies, Inc. 8GBU1X08JGGG39-12-K 8GB",DDR4,30,16400.0,12900.0,168.495,945.1612903225806,5.5763372979886165,4
Kingston 9905700-017.A00G 8GB,DDR4,28,16300.0,12900.0,168.495,1006.8965517241379,5.940567873531006,4
Crucial Technology BL8G26C16S4B.8FD 8GB,DDR4,31,16300.0,12900.0,168.495,912.5,5.383639635387475,4
Corsair CM4X16GE2133C13K8 16GB,DDR4,28,16100.0,12900.0,168.495,1000.0,5.899879052479424,4
SK Hynix HMAA2GS6CJR8N-XN 16GB,DDR4,55,16000.0,12900.0,168.495,516.0714285714286,3.0447590110117027,4
Crucial Technology CT16G4SFD824A.M16FA 16GB,DDR4,25,15900.0,12900.0,81.77,1107.6923076923076,13.382775253018094,4
Corsair CMU64GX4M4D3000C16 16GB,DDR4,45,15600.0,12900.0,829.99,619.5652173913044,0.7455748172556882,4
Avexir Technologies Corporation DDR4-3200 C16 8GB 8GB,DDR4,30,15500.0,12900.0,168.495,916.1290322580645,5.4050504867876015,4
Crucial Technology CT32G4DFD8266.M16FB 32GB,DDR4,33,15300.0,12900.0,168.495,829.4117647058823,4.893429096468228,4
Corsair CMU64GX4M4C3200C16 16GB,DDR4,37,15100.0,12900.0,583.44,736.8421052631579,1.260766041446783,4
Corsair CMK64GX4M4E3200C16 16GB,DDR4,38,14800.0,12900.0,623.98,710.2564102564103,1.1364466227021828,4
Corsair CMW128GX4M8C3200C16 16GB,DDR4,32,14600.0,12900.0,819.99,833.3333333333334,1.015034693885837,4
Corsair CMU64GX4M4A2666C16 16GB,DDR4,37,14400.0,12900.0,699.99,718.421052631579,1.0248663356561134,4
Kingston 9905744-024.A00G 16GB,DDR4,38,14400.0,12900.0,168.495,700.0,4.129915336735597,4
Corsair CMK192GX4M12P3200C16 16GB,DDR4,29,14200.0,12900.0,168.495,903.3333333333334,5.3295574107397465,4
PUSKILL PJ8TFK1GM8 8GB,DDR4,34,13100.0,12900.0,168.495,742.8571428571429,4.3827672961275725,4
SK Hynix HMA81GS6CJRJR-VK 8GB,DDR4,26,19200.0,12800.0,168.495,1185.1851851851852,6.992449247383021,4
Hewlett-Packard 7EH68AA# 16GB,DDR4,28,18500.0,12800.0,168.495,1079.3103448275863,6.36780049457262,4
Panram International Corporation PUD42400C154G4NJK 4GB,DDR4,21,18400.0,12800.0,168.495,1418.1818181818182,8.367101201698093,4
Corsair CMU32GX4M4C3000C16 8GB,DDR4,22,18400.0,12800.0,168.495,1356.5217391304348,8.00331419292861,4
Samsung V-GeN D4S8GL26A8TL5 8GB,DDR4,22,18000.0,12800.0,168.495,1339.1304347826087,7.900707600711577,4
Kingston 9965639-002.A01G 8GB,DDR4,37,17900.0,12800.0,168.495,807.8947368421053,4.766481234503114,4
Avant Technology W641GU67J5213N8 8GB,DDR4,23,17800.0,12800.0,168.495,1275.0,7.522345791911266,4
G Skill Intl F4-3600C19-16GSXW 16GB,DDR4,23,17800.0,12800.0,168.495,1275.0,7.522345791911266,4
Kingston 8ATF1G64AZ-2G1B1 8GB,DDR4,27,17700.0,12800.0,168.495,1089.2857142857142,6.426653967879372,4
Panram International Corporation L421008G4C1528K34O8A 8GB,DDR4,22,17500.0,12800.0,168.495,1317.391304347826,7.772449360440284,4
Golden Empire CL19-25-25 D4-4000 4GB,DDR4,23,17500.0,12800.0,168.495,1262.5,7.448597303755273,4
Transcend Information TS1GLH64V4B 8GB,DDR4,22,17400.0,12800.0,168.495,1313.0434782608695,7.746797712386026,4
Wilk Elektronik S.A. GR2400D464L17S/4G 4GB,DDR4,22,17400.0,12800.0,168.495,1313.0434782608695,7.746797712386026,4
Corsair CMK8GX4M2D2666C16 4GB,DDR4,23,17400.0,12800.0,119.99,1258.3333333333333,10.40030856544618,4
Mushkin MR[A/B]4U266GHHF8G 8GB,DDR4,29,17400.0,12800.0,281.39,1006.6666666666666,3.564809896478865,4
GIGA - BYTE Technology Co Ltd GR26C16S8K2HU416 8GB,DDR4,36,17400.0,12800.0,168.495,816.2162162162163,4.815576956348071,4
EVGA 16G-D4-2666-MR 4GB,DDR4,23,17300.0,12800.0,168.495,1254.1666666666667,7.399431644984611,4
Corsair CMK16GX4M2A2800C16 8GB,DDR4,31,17300.0,12800.0,122.99,940.625,7.586297282038874,4
Kingston X6TCK6-MIE 32GB,DDR4,34,17200.0,12800.0,168.495,857.1428571428571,5.057039187839506,4
Gloway International Co. Ltd. TYA4U2400D17081C 8GB,DDR4,24,17100.0,12800.0,168.495,1196.0,7.056255346765391,4
Kingston KMKYF9-HYA 8GB,DDR4,23,16900.0,12800.0,168.495,1237.5,7.3011003274432875,4
Apacer Technology 78.C1GMS.C7Z0C 8GB,DDR4,24,16900.0,12800.0,168.495,1188.0,7.009056314345556,4
G Skill Intl F4-3733C17-16GTZSW 16GB,DDR4,27,16900.0,12800.0,168.495,1060.7142857142858,6.258085994951389,4
Crucial Technology BLS4G4D240FSB.M8FADG 4GB,DDR4,29,16900.0,12800.0,168.495,990.0,5.84088026195463,4
Micron Technology 18ASF2G72AZ-2G6D1 16GB,DDR4,25,16800.0,12800.0,168.495,1138.4615384615386,6.71678538282273,4
Corsair CMK16GX4M2A2666C16 8GB,DDR4,31,16800.0,12800.0,69.99,925.0,13.030004225947318,4
Avant Technology J641GU49J2320NE 8GB,DDR4,29,16700.0,12800.0,168.495,983.3333333333334,5.801547734938101,4
Crucial Technology CT4G4SFS824A.C8FBR2 4GB,DDR4,23,16600.0,12800.0,168.495,1225.0,7.227351839287294,4
G Skill Intl F4-2800C14-16GVK 16GB,DDR4,30,16600.0,12800.0,168.495,948.3870967741935,5.59536916589984,4
Corsair CMK32GX4M2A2666C16 16GB,DDR4,32,16600.0,12800.0,199.0,890.9090909090909,4.454545454545454,4
G Skill Intl F4-2666C19-16GIS 16GB,DDR4,34,16600.0,12800.0,168.495,840.0,4.955898404082716,4
G Skill Intl F4-2666C19-8GIS 8GB,DDR4,30,16500.0,12800.0,168.495,945.1612903225806,5.5763372979886165,4
Ramaxel Technology RMSA3320MJ78HAF-3200 8GB,DDR4,30,16500.0,12800.0,168.495,945.1612903225806,5.5763372979886165,4
Apacer Technology 78.C1GS7.AUW0B 8GB,DDR4,29,16400.0,12800.0,168.495,973.3333333333334,5.742548944413306,4
Corsair CMK16GX4M2Z2666C16 8GB,DDR4,31,16400.0,12800.0,99.0,912.5,9.125,4
Crucial Technology BLS8G4S240FSD.16FBD2 8GB,DDR4,31,16400.0,12800.0,168.495,912.5,5.383639635387475,4
Kingston KP6FH5-MIE 32GB,DDR4,58,16400.0,12800.0,168.495,494.91525423728814,2.9199401412271047,4
Crucial Technology BLS4G4D240FSB.8FAR 4GB,DDR4,23,16300.0,12800.0,168.495,1212.5,7.153603351131301,4
Patriot Memory (PDP Systems) 2666 C15 Series 4GB,DDR4,31,16300.0,12800.0,168.495,909.375,5.365202513348477,4
Crucial Technology BLS16G4D240FSC.16FBR 16GB,DDR4,33,16300.0,12800.0,168.495,855.8823529411765,5.049602365504448,4
