cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean
"Qualcomm Technologies, Inc SDM450",395.0,1204,,402,,95.0,,8,2021,unknown,Mobile/Embedded,150.5,12.673684210526316,2.6710963455149503,Other,"Qualcomm Technologies, Inc SDM450"
Intel Celeron G550 @ 2.60GHz,49.0,1200,24.49,1192,24.32,65.0,18.46,2,2012,LGA1155,Desktop,600.0,18.46153846153846,1.9866666666666666,Intel,Intel Celeron G550
Intel Atom x5-Z8550 @ 1.44GHz,169.99,1200,,703,,4.0,300.05,4,2016,UTFCBGA1380,"Laptop, Mobile/Embedded",300.0,300.0,2.3433333333333333,Intel,Intel Atom x5-Z8550
AMD A6-3410MX APU,3.99,1199,300.6,722,180.84,45.0,26.65,4,2011,FS1,Laptop,299.75,26.644444444444446,2.408673894912427,AMD,AMD A6-3410MX APU
AMD Opteron 2222,19.0,1198,63.08,618,32.53,95.0,12.62,2,2013,F (1207),Server,599.0,12.610526315789473,1.0317195325542572,AMD,AMD Opteron 2222
Intel Celeron N3150 @ 1.60GHz,169.99,1197,,573,,6.0,199.58,4,2015,FCBGA1170,Laptop,299.25,199.5,1.9147869674185463,Intel,Intel Celeron N3150
Intel Pentium N3530 @ 2.16GHz,169.99,1197,,705,,7.5,159.65,4,2014,FCBGA1170,Laptop,299.25,159.6,2.355889724310777,Intel,Intel Pentium N3530
ROC-RK3568-PC HDMI (Android),169.99,1197,,551,,65.0,,4,2022,unknown,Mobile/Embedded,299.25,18.415384615384614,1.8412698412698412,Other,ROC-RK3568-PC HDMI (Android)
Intel Celeron J3355 @ 2.00GHz,77.475,1195,,806,,10.0,119.53,2,2017,FCBGA1296,"Desktop, Laptop",597.5,119.5,1.3489539748953976,Intel,Intel Celeron J3355
Intel Core i3-2310M @ 2.10GHz,39.95,1193,29.85,943,23.59,35.0,34.07,2,2011,BGA1023,Laptop,596.5,34.08571428571429,1.5808885163453479,Intel,Intel Core i3-2310M
ARM Cortex-A72 6 Core 1512 MHz,215.8,1192,,522,,65.0,,6,2022,unknown,Unknown,198.66666666666666,18.338461538461537,2.62751677852349,Other,ARM Cortex-A72 6 Core 1512 MHz
AMD A4-4000 APU,19.97,1190,59.59,1195,59.82,65.0,18.31,1,2013,FM2,Desktop,1190.0,18.307692307692307,1.004201680672269,AMD,AMD A4-4000 APU
Rockchip RK3568 EVB1 DDR4 V10 Board,169.99,1189,,556,,65.0,,4,2022,unknown,Mobile/Embedded,297.25,18.29230769230769,1.870479394449117,Other,Rockchip RK3568 EVB1 DDR4 V10 Board
AMD Phenom 8750B Triple-Core,61.63,1188,,901,,95.0,12.5,3,2009,AM2+,Desktop,396.0,12.505263157894737,2.275252525252525,AMD,AMD Phenom 8750B Triple-Core
Intel Core i3-3217U @ 1.80GHz,199.0,1188,5.97,907,4.56,17.0,69.9,2,2012,BGA1023,Laptop,594.0,69.88235294117646,1.526936026936027,Intel,Intel Core i3-3217U
Intel Core2 Duo E8335 @ 2.93GHz,77.475,1187,,1206,,35.0,,2,2009,Socket P,Laptop,593.5,33.91428571428571,2.03201347935973,Intel,Intel Core 2 Duo E8335
AMD R-460L APU,169.99,1183,,776,,25.0,47.33,4,2015,BGA827 (FP2),Laptop,295.75,47.32,2.623837700760778,AMD,AMD R-460L APU
Intel Celeron 3755U @ 1.70GHz,77.475,1182,,1022,,15.0,78.81,2,2015,FCBGA1168,Laptop,591.0,78.8,1.7292724196277496,Intel,Intel Celeron 3755U
Intel Celeron 3965Y @ 1.50GHz,107.0,1179,11.02,889,8.31,6.0,196.53,2,2018,FCBGA1515,Laptop,589.5,196.5,1.5080576759966073,Intel,Intel Celeron 3965Y
Intel Core i3-390M @ 2.67GHz,38.95,1178,30.25,1096,28.15,35.0,33.66,2,2011,BGA1288,Laptop,589.0,33.65714285714286,1.8607809847198642,Intel,Intel Core i3-390M
AMD Athlon II X2 B28,39.02,1177,30.18,1347,34.52,65.0,18.11,2,2012,AM3,Desktop,588.5,18.107692307692307,2.288870008496177,AMD,AMD Athlon II X2 B28
Intel Pentium G840 @ 2.80GHz,84.53,1175,13.9,1252,14.81,65.0,18.08,2,2011,FCLGA1155,Desktop,587.5,18.076923076923077,2.131063829787234,Intel,Intel Pentium G840
Intel Celeron G540T @ 2.10GHz,77.475,1174,,972,,35.0,33.55,2,2012,LGA1155,Desktop,587.0,33.542857142857144,1.65587734241908,Intel,Intel Celeron G540T
Intel Xeon Gold 6133 @ 2.50GHz,37.49,1172,,1429,,150.0,7.82,1,2021,FCLGA3647,Server,1172.0,7.8133333333333335,1.219283276450512,Intel,Intel Xeon Gold 6133
Intel Core2 Duo E8335 @ 2.66GHz,77.475,1172,,1126,,35.0,,2,2009,Socket P,Laptop,586.0,33.48571428571429,1.9215017064846416,Intel,Intel Core 2 Duo E8335
MT6755V/CM,395.0,1172,,334,,95.0,,8,2021,unknown,Mobile/Embedded,146.5,12.336842105263157,2.279863481228669,Other,MT6755V/CM
ARM Cortex-A57 4 Core 1734 MHz,169.99,1172,,387,,65.0,,4,2021,unknown,Unknown,293.0,18.03076923076923,1.3208191126279865,Other,ARM Cortex-A57 4 Core 1734 MHz
AMD Phenom II X2 550,41.91,1169,27.89,1240,29.58,80.0,14.61,2,2009,AM2+/AM3,Desktop,584.5,14.6125,2.121471343028229,AMD,AMD Phenom II X2 550
Intel Core2 Duo E8400 @ 3.00GHz,140.0,1169,8.35,1242,8.87,65.0,17.98,2,2008,LGA775,Desktop,584.5,17.984615384615385,2.1248930710008556,Intel,Intel Core 2 Duo E8400
Intel Pentium E6800 @ 3.33GHz,24.95,1166,46.74,1358,54.45,65.0,17.94,2,2010,LGA775,Desktop,583.0,17.93846153846154,2.3293310463121784,Intel,Intel Pentium E6800
Intel Atom Z3795 @ 1.60GHz,169.99,1166,,654,,4.0,291.52,4,2014,UTFCBGA1380,Laptop,291.5,291.5,2.2435677530017153,Intel,Intel Atom Z3795
Intel Pentium E5800 @ 3.20GHz,139.95,1165,8.33,1314,9.39,65.0,17.93,2,2012,LGA775,Desktop,582.5,17.923076923076923,2.255793991416309,Intel,Intel Pentium E5800
Intel Core i3-380M @ 2.53GHz,49.95,1165,23.32,1018,20.37,35.0,33.28,2,2010,PGA988A,Laptop,582.5,33.285714285714285,1.7476394849785408,Intel,Intel Core i3-380M
AMD Phenom II X640 Dual-Core,77.475,1165,,1142,,45.0,25.88,2,2012,S1,Unknown,582.5,25.88888888888889,1.9605150214592275,AMD,AMD Phenom II X640 Dual-Core
Intel Pentium G645T @ 2.50GHz,77.475,1164,,1100,,35.0,33.25,2,2012,LGA1155,Desktop,582.0,33.25714285714286,1.8900343642611683,Intel,Intel Pentium G645T
AMD Phenom II X2 511,77.475,1163,,1253,,65.0,17.89,2,2011,AM2+/AM3,Unknown,581.5,17.892307692307693,2.1547721410146172,AMD,AMD Phenom II X2 511
AMD Athlon II X2 255,12.55,1163,92.67,1249,99.53,65.0,17.89,2,2010,AM3,Desktop,581.5,17.892307692307693,2.1478933791917454,AMD,AMD Athlon II X2 255
Intel Core2 Duo T9800 @ 2.93GHz,423.89,1163,2.74,1220,2.88,35.0,33.22,2,2009,BGA479,Laptop,581.5,33.22857142857143,2.098022355975924,Intel,Intel Core 2 Duo T9800
Intel Core2 Duo E7600 @ 3.06GHz,119.95,1161,9.67,1275,10.63,65.0,17.85,2,2009,LGA775,Desktop,580.5,17.861538461538462,2.1963824289405687,Intel,Intel Core 2 Duo E7600
MT6757WH,395.0,1161,,419,,95.0,,8,2021,unknown,Mobile/Embedded,145.125,12.221052631578948,2.8871662360034454,Other,MT6757WH
AMD A6-5350M APU,33.12,1160,35.01,1213,36.63,35.0,33.13,2,2013,FS1r2,Laptop,580.0,33.142857142857146,2.0913793103448275,AMD,AMD A6-5350M APU
AMD Phenom II P920 Quad-Core,65.0,1160,17.85,598,9.2,25.0,46.4,4,2010,S1,Laptop,290.0,46.4,2.0620689655172413,AMD,AMD Phenom II P920 Quad-Core
AMD A6-9220C,77.475,1159,,1018,,6.0,193.12,2,2019,FT4,Laptop,579.5,193.16666666666666,1.7566867989646247,AMD,AMD A6-9220C
MTK6757,395.0,1158,,709,,95.0,,8,2021,unknown,Mobile/Embedded,144.75,12.189473684210526,4.898100172711572,Other,MTK6757
AMD Athlon II X2 250e,76.73,1155,15.05,1201,15.65,45.0,25.67,2,2011,AM3,Desktop,577.5,25.666666666666668,2.0796536796536795,AMD,AMD Athlon II X2 250e
AMD QC-4000,169.99,1155,,449,,15.0,77.02,4,2015,FT3,Laptop,288.75,77.0,1.554978354978355,AMD,AMD QC-4000
Intel Celeron N3160 @ 1.60GHz,349.0,1154,3.31,567,1.62,6.0,192.42,4,2016,FCBGA1170,Laptop,288.5,192.33333333333334,1.9653379549393415,Intel,Intel Celeron N3160
AMD Sempron 3850 APU,47.58,1153,24.22,448,9.42,25.0,46.1,4,2014,"AM1,FS1b",Desktop,288.25,46.12,1.554206418039896,AMD,AMD Sempron 3850 APU
ARM Cortex-A57 4 Core 2014 MHz,169.99,1153,,428,,65.0,,4,2021,unknown,Unknown,288.25,17.73846153846154,1.4848222029488292,Other,ARM Cortex-A57 4 Core 2014 MHz
Intel Pentium E6700 @ 3.20GHz,140.19,1152,8.22,1314,9.37,65.0,17.72,2,2010,LGA775,Desktop,576.0,17.723076923076924,2.28125,Intel,Intel Pentium E6700
AMD Phenom II X2 B55,37.95,1151,30.34,1244,32.79,80.0,14.39,2,2009,AM3,Desktop,575.5,14.3875,2.161598609904431,AMD,AMD Phenom II X2 B55
Intel Core i5-2537M @ 1.40GHz,77.475,1150,,906,,17.0,67.65,2,2011,BGA1023,Laptop,575.0,67.6470588235294,1.5756521739130436,Intel,Intel Core i5-2537M
MediaTek MT6753T,395.0,1149,,416,,95.0,,8,2021,unknown,Mobile/Embedded,143.625,12.094736842105263,2.896431679721497,Other,MediaTek MT6753T
Intel Pentium 3805U @ 1.90GHz,77.475,1148,,1079,,15.0,76.51,2,2015,FCBGA1168,Laptop,574.0,76.53333333333333,1.8797909407665505,Intel,Intel Pentium 3805U
AMD A6 Micro-6500T APU,169.99,1146,,630,,65.0,,4,2016,unknown,Laptop,286.5,17.630769230769232,2.1989528795811517,AMD,AMD A6 Micro-6500T APU
Intel Celeron 3215U @ 1.70GHz,77.475,1144,,1060,,15.0,76.27,2,2016,FCBGA1168,Laptop,572.0,76.26666666666667,1.8531468531468531,Intel,Intel Celeron 3215U
AMD Phenom 8850 Triple-Core,61.63,1142,,982,,95.0,12.02,3,2010,AM2+,Desktop,380.6666666666667,12.021052631578947,2.579684763572679,AMD,AMD Phenom 8850 Triple-Core
Intel Xeon W3505 @ 2.53GHz,14.86,1142,76.86,1104,74.29,130.0,8.79,2,2009,LGA1366,Server,571.0,8.784615384615385,1.9334500875656742,Intel,Intel Xeon W3505
Intel Core2 Duo E6850 @ 3.00GHz,51.2,1140,22.26,1196,23.36,65.0,17.53,2,2008,LGA775,Desktop,570.0,17.53846153846154,2.0982456140350876,Intel,Intel Core 2 Duo E6850
Intel Pentium G640T @ 2.40GHz,84.88,1139,13.42,1102,12.98,35.0,32.54,2,2012,LGA1155,Desktop,569.5,32.542857142857144,1.9350307287093942,Intel,Intel Pentium G640T
Intel Core2 Extreme X9100 @ 3.06GHz,851.0,1139,1.34,1175,1.38,44.0,25.89,2,2008,PGA478,Laptop,569.5,25.886363636363637,2.0632133450395083,Intel,Intel Core 2 Extreme X9100
AMD Phenom II N870 Triple-Core,61.63,1139,,858,,35.0,32.53,3,2011,S1,Laptop,379.6666666666667,32.542857142857144,2.2598770851624232,AMD,AMD Phenom II N870 Triple-Core
Intel Core2 Extreme X7800 @ 2.60GHz,77.475,1138,,1077,,44.0,25.87,2,2009,PGA478,Laptop,569.0,25.863636363636363,1.8927943760984183,Intel,Intel Core 2 Extreme X7800
Intel Core i3-2312M @ 2.10GHz,77.475,1138,,927,,35.0,32.52,2,2012,PGA988B,Laptop,569.0,32.51428571428571,1.6291739894551844,Intel,Intel Core i3-2312M
Intel Celeron J1900 @ 1.99GHz,169.99,1137,,650,,10.0,113.68,4,2014,FCBGA1170,Desktop,284.25,113.7,2.2867194371152153,Intel,Intel Celeron J1900
AMD Phenom II N830 Triple-Core,61.63,1137,,798,,35.0,32.47,3,2010,S1,Laptop,379.0,32.48571428571429,2.1055408970976255,AMD,AMD Phenom II N830 Triple-Core
Intel Core2 Extreme X9000 @ 2.80GHz,409.95,1135,2.77,1103,2.69,44.0,25.79,2,2009,PGA478,Laptop,567.5,25.795454545454547,1.9436123348017622,Intel,Intel Core 2 Extreme X9000
AMD A9-9420e,77.475,1135,,996,,35.0,,2,2018,unknown,Laptop,567.5,32.42857142857143,1.7550660792951542,AMD,AMD A9-9420e
AMD Phenom 8450e Triple-Core,61.63,1134,,781,,65.0,17.45,3,2009,AM2+,Desktop,378.0,17.446153846153845,2.066137566137566,AMD,AMD Phenom 8450e Triple-Core
Intel Pentium N3520 @ 2.16GHz,169.99,1134,,664,,7.5,151.2,4,2014,FCBGA1170,Laptop,283.5,151.2,2.3421516754850087,Intel,Intel Pentium N3520
AMD A8-7050,77.475,1129,,890,,15.0,75.27,2,2016,unknown,Laptop,564.5,75.26666666666667,1.5766164747564215,AMD,AMD A8-7050
AMD Phenom II X2 B53,77.475,1126,,1164,,80.0,14.07,2,2009,AM3,Desktop,563.0,14.075,2.0674955595026643,AMD,AMD Phenom II X2 B53
Intel Celeron N3350 @ 1.10GHz,275.49,1126,4.09,809,2.94,6.0,187.73,2,2016,FCBGA1296,Laptop,563.0,187.66666666666666,1.4369449378330372,Intel,Intel Celeron N3350
Intel Core i3-370M @ 2.40GHz,29.96,1126,37.57,977,32.6,35.0,32.16,2,2010,PGA988A,Laptop,563.0,32.17142857142857,1.7353463587921847,Intel,Intel Core i3-370M
AMD E2-3800 APU,169.99,1124,,447,,15.0,74.94,4,2014,FT3,Laptop,281.0,74.93333333333334,1.5907473309608542,AMD,AMD E2-3800 APU
MediaTek MT6750T,395.0,1123,,473,,95.0,,8,2021,unknown,Mobile/Embedded,140.375,11.821052631578947,3.3695458593054317,Other,MediaTek MT6750T
AMD A6-5345M APU,77.475,1122,,1094,,17.0,65.97,2,2014,FP2,Laptop,561.0,66.0,1.950089126559715,AMD,AMD A6-5345M APU
AMD E2-6110 APU,169.99,1121,,466,,15.0,74.76,4,2014,"AM1,FT3b",Laptop,280.25,74.73333333333333,1.6628010704727922,AMD,AMD E2-6110 APU
Intel Core2 Duo E8135 @ 2.66GHz,77.475,1119,,1140,,35.0,,2,2009,Socket P,Laptop,559.5,31.97142857142857,2.037533512064343,Intel,Intel Core 2 Duo E8135
Intel Xeon L5320 @ 1.86GHz,69.99,1118,15.97,281,4.02,50.0,22.35,4,2011,LGA771,Server,279.5,22.36,1.0053667262969588,Intel,Intel Xeon L5320
Intel Pentium A1018 @ 2.10GHz,77.475,1117,,1020,,35.0,31.9,2,2014,FCPGA988,Laptop,558.5,31.914285714285715,1.8263205013428827,Intel,Intel Pentium A1018
AMD A6-1450 APU,169.99,1117,,468,,8.0,139.59,4,2013,FT3,Laptop,279.25,139.625,1.6759176365264101,AMD,AMD A6-1450 APU
AMD Phenom II P840 Triple-Core,61.63,1116,,790,,35.0,31.88,3,2010,S1,Laptop,372.0,31.885714285714286,2.1236559139784945,AMD,AMD Phenom II P840 Triple-Core
MediaTek MT6762G,395.0,1116,,447,,95.0,,8,2021,unknown,Mobile/Embedded,139.5,11.74736842105263,3.204301075268817,Other,MediaTek MT6762G
Intel Celeron G1820TE @ 2.20GHz,77.475,1115,,728,,35.0,31.85,2,2014,LGA1150,Desktop,557.5,31.857142857142858,1.3058295964125561,Intel,Intel Celeron G1820TE
AMD Phenom 8250 Triple-Core,61.63,1114,,752,,65.0,17.14,3,2009,unknown,Desktop,371.3333333333333,17.138461538461538,2.0251346499102336,AMD,AMD Phenom 8250 Triple-Core
AMD Athlon II X2 260,39.99,1113,27.83,1249,31.24,65.0,17.12,2,2010,AM3,Desktop,556.5,17.123076923076923,2.2443845462713385,AMD,AMD Athlon II X2 260
Intel Celeron G540 @ 2.50GHz,11.03,1110,100.59,1131,102.53,65.0,17.07,2,2011,LGA1155,Desktop,555.0,17.076923076923077,2.037837837837838,Intel,Intel Celeron G540
Intel Core2 Duo P9700 @ 2.80GHz,77.475,1109,,1151,,28.0,39.61,2,2009,PGA478,Laptop,554.5,39.607142857142854,2.0757439134355273,Intel,Intel Core 2 Duo P9700
AMD Phenom II X2 545,43.98,1107,25.18,1083,24.63,80.0,13.84,2,2009,AM2+/AM3,Desktop,553.5,13.8375,1.956639566395664,AMD,AMD Phenom II X2 545
AMD Opteron 2220,1038.26,1106,1.07,553,0.53,95.0,11.64,2,2009,F (1207),Server,553.0,11.642105263157895,1.0,AMD,AMD Opteron 2220
AMD Athlon II X2 210e,28.49,1105,38.79,1105,38.8,45.0,24.56,2,2010,AM3,Desktop,552.5,24.555555555555557,2.0,AMD,AMD Athlon II X2 210e
Intel Celeron G550T @ 2.20GHz,77.475,1102,,1026,,35.0,31.49,2,2014,LGA1155,Desktop,551.0,31.485714285714284,1.8620689655172413,Intel,Intel Celeron G550T
ARM Cortex-A72 6 Core 1416 MHz,215.8,1101,,482,,65.0,,6,2021,unknown,Unknown,183.5,16.93846153846154,2.6267029972752045,Other,ARM Cortex-A72 6 Core 1416 MHz
AMD Phenom II X2 B57,77.475,1099,,1231,,80.0,13.73,2,2010,unknown,Unknown,549.5,13.7375,2.2402183803457687,AMD,AMD Phenom II X2 B57
Intel Celeron G530 @ 2.40GHz,48.99,1096,22.36,1078,22.01,65.0,16.86,2,2011,LGA1155,Desktop,548.0,16.861538461538462,1.967153284671533,Intel,Intel Celeron G530
Intel Xeon 3075 @ 2.66GHz,349.95,1096,3.13,1096,3.13,35.0,,2,2011,unknown,Server,548.0,31.314285714285713,2.0,Intel,Intel Xeon 3075
AMD A4-3420 APU,136.0,1094,8.04,1150,8.46,65.0,16.83,2,2012,FM1,Desktop,547.0,16.83076923076923,2.1023765996343693,AMD,AMD A4-3420 APU
AMD PRO A4-4350B,77.475,1093,,988,,15.0,72.89,2,2019,FT4,Laptop,546.5,72.86666666666666,1.807868252516011,AMD,AMD PRO A4-4350B
Intel Core2 Extreme X7900 @ 2.80GHz,159.95,1093,6.83,1087,6.8,44.0,24.83,2,2009,PGA478,Laptop,546.5,24.84090909090909,1.989021043000915,Intel,Intel Core 2 Extreme X7900
Intel Celeron 2002E @ 1.50GHz,86.0,1091,12.68,871,10.12,25.0,43.63,2,2018,FCBGA1364,Laptop,545.5,43.64,1.5967002749770853,Intel,Intel Celeron 2002E
Intel Pentium B970 @ 2.30GHz,50.99,1091,21.4,1055,20.7,35.0,31.17,2,2012,PGA988,Laptop,545.5,31.17142857142857,1.9340054995417049,Intel,Intel Pentium B970
Intel Core i7-640UM @ 1.20GHz,77.475,1090,,817,,18.0,60.53,2,2010,BGA1288,Laptop,545.0,60.55555555555556,1.4990825688073395,Intel,Intel Core i7-640UM
Intel Core2 Duo E7500 @ 2.93GHz,99.63,1090,10.94,1198,12.03,65.0,16.76,2,2009,LGA775,Desktop,545.0,16.76923076923077,2.1981651376146787,Intel,Intel Core 2 Duo E7500
AMD Opteron 1222,77.475,1089,,1128,,103.0,10.58,2,2010,AM2,Server,544.5,10.572815533980583,2.071625344352617,AMD,AMD Opteron 1222
MT6795,395.0,1088,,436,,95.0,,8,2021,unknown,Mobile/Embedded,136.0,11.452631578947368,3.2058823529411766,Other,MT6795
Intel Celeron G1101 @ 2.27GHz,19.77,1086,54.92,929,46.99,73.0,14.87,2,2011,FCLGA1156,Desktop,543.0,14.876712328767123,1.710865561694291,Intel,Intel Celeron G1101
Qualcomm MSM 8939 HUAWEI TEXAS-A1,395.0,1085,,383,,95.0,,8,2021,unknown,Mobile/Embedded,135.625,11.421052631578947,2.823963133640553,Other,Qualcomm MSM 8939 HUAWEI TEXAS-A1
15/70,77.475,1085,,878,,35.0,,2,2021,unknown,Unknown,542.5,31.0,1.6184331797235023,Other,15/70
AMD Phenom 8250e Triple-Core,46.99,1084,23.08,729,15.52,65.0,16.68,3,2009,940,Desktop,361.3333333333333,16.676923076923078,2.017527675276753,AMD,AMD Phenom 8250e Triple-Core
AMD Athlon II X2 250,38.95,1083,27.8,1155,29.66,65.0,16.66,2,2009,AM3,Desktop,541.5,16.661538461538463,2.1329639889196677,AMD,AMD Athlon II X2 250
AMD Phenom 8400 Triple-Core,61.63,1079,,786,,95.0,11.36,3,2009,AM2+,Desktop,359.6666666666667,11.357894736842105,2.1853568118628357,AMD,AMD Phenom 8400 Triple-Core
MT8173,169.99,1077,,848,,65.0,,4,2022,unknown,Mobile/Embedded,269.25,16.56923076923077,3.149489322191272,Other,MT8173
AMD Athlon II X2 245e,19.99,1075,53.77,1145,57.28,45.0,23.89,2,2011,AM3,Desktop,537.5,23.88888888888889,2.130232558139535,AMD,AMD Athlon II X2 245e
ARM Cortex-A72 4 Core 2300 MHz,169.99,1075,,726,,65.0,,4,2021,unknown,Unknown,268.75,16.53846153846154,2.701395348837209,Other,ARM Cortex-A72 4 Core 2300 MHz
Intel Celeron 1005M @ 1.90GHz,77.475,1074,,1017,,35.0,30.67,2,2013,FCPGA988,Laptop,537.0,30.685714285714287,1.893854748603352,Intel,Intel Celeron 1005M
AMD Athlon II X2 B24,24.1,1073,44.53,1206,50.03,65.0,16.51,2,2010,AM3,Desktop,536.5,16.50769230769231,2.2479030754892824,AMD,AMD Athlon II X2 B24
Intel Pentium E6500 @ 2.93GHz,95.71,1073,11.21,1210,12.64,65.0,16.51,2,2009,LGA775,Desktop,536.5,16.50769230769231,2.255358807082945,Intel,Intel Pentium E6500
Intel Pentium E6600 @ 3.06GHz,16.99,1072,63.11,1156,68.06,65.0,16.49,2,2010,LGA775,Desktop,536.0,16.49230769230769,2.156716417910448,Intel,Intel Pentium E6600
Samsung EXYNOS5433,395.0,1072,,468,,95.0,,8,2021,unknown,Mobile/Embedded,134.0,11.284210526315789,3.4925373134328357,Other,Samsung EXYNOS5433
Intel Xeon 3085 @ 3.00GHz,77.475,1070,,1124,,65.0,16.46,2,2015,LGA775,Server,535.0,16.46153846153846,2.100934579439252,Intel,Intel Xeon 3085
MT6755BM,395.0,1070,,520,,95.0,,8,2021,unknown,Mobile/Embedded,133.75,11.263157894736842,3.8878504672897196,Other,MT6755BM
Intel Core2 Duo P9600 @ 2.66GHz,77.475,1069,,1111,,25.0,42.75,2,2009,PGA478,Laptop,534.5,42.76,2.078578110383536,Intel,Intel Core 2 Duo P9600
AMD Phenom II P820 Triple-Core,61.63,1068,,717,,25.0,42.7,3,2010,S1,Laptop,356.0,42.72,2.014044943820225,AMD,AMD Phenom II P820 Triple-Core
MediaTek MT6750V/WT,395.0,1068,,403,,95.0,,8,2021,unknown,Mobile/Embedded,133.5,11.242105263157894,3.0187265917602994,Other,MediaTek MT6750V/WT
AMD A4-3400 APU,20.0,1066,53.31,1075,53.73,65.0,16.4,2,2011,FM1,Desktop,533.0,16.4,2.016885553470919,AMD,AMD A4-3400 APU
AMD GX-412HC,169.99,1065,,412,,7.0,152.12,4,2015,FT3b,Laptop,266.25,152.14285714285714,1.547417840375587,AMD,AMD GX-412HC
Qualcomm MSM 8939 HUAWEI KIW-L24,395.0,1065,,344,,95.0,,8,2021,unknown,Mobile/Embedded,133.125,11.210526315789474,2.584037558685446,Other,Qualcomm MSM 8939 HUAWEI KIW-L24
Intel Pentium B980 @ 2.40GHz,35.81,1064,29.71,1050,29.33,35.0,30.4,2,2012,FCPGA988,Laptop,532.0,30.4,1.9736842105263157,Intel,Intel Pentium B980
Intel Core2 Duo E8200 @ 2.66GHz,75.99,1064,14.0,1126,14.82,65.0,16.36,2,2008,LGA775,Desktop,532.0,16.369230769230768,2.1165413533834587,Intel,Intel Core 2 Duo E8200
AMD Phenom X4 Quad-Core GS-6560,169.99,1063,,282,,65.0,,4,2015,unknown,Unknown,265.75,16.353846153846153,1.0611476952022578,AMD,AMD Phenom X4 Quad-Core GS-6560
AMD A6-9200,77.475,1062,,925,,10.0,106.22,2,2018,BGA,Laptop,531.0,106.2,1.7419962335216572,AMD,AMD A6-9200
Intel Core i3-350M @ 2.27GHz,29.0,1062,36.63,879,30.3,35.0,30.35,2,2010,BGA1288,Laptop,531.0,30.34285714285714,1.655367231638418,Intel,Intel Core i3-350M
Intel Pentium G6950 @ 2.80GHz,79.0,1061,13.43,1035,13.1,73.0,14.53,2,2010,LGA1156,Desktop,530.5,14.534246575342467,1.950989632422243,Intel,Intel Pentium G6950
AMD Athlon II X2 4400e,77.475,1059,,1121,,37.0,28.61,2,2009,unknown,Unknown,529.5,28.62162162162162,2.117091595845137,AMD,AMD Athlon II X2 4400e
Rockchip RK3566 BOX DEMO V10 ANDROID Board,169.99,1058,,516,,65.0,,4,2022,unknown,Mobile/Embedded,264.5,16.276923076923076,1.9508506616257089,Other,Rockchip RK3566 BOX DEMO V10 ANDROID Board
AMD Embedded G-Series GX-215JJ Radeon R2E,77.475,1057,,869,,10.0,105.74,2,2017,FP4,"Laptop, Mobile/Embedded",528.5,105.7,1.6442762535477766,AMD,AMD Embedded G-Series GX-215JJ Radeon R2E
Intel Celeron 2980U @ 1.60GHz,77.475,1056,,929,,15.0,70.38,2,2014,FCBGA1168,Laptop,528.0,70.4,1.759469696969697,Intel,Intel Celeron 2980U
Intel Celeron G530T @ 2.00GHz,16.99,1056,62.15,962,56.61,35.0,30.17,2,2011,LGA1155,Desktop,528.0,30.17142857142857,1.821969696969697,Intel,Intel Celeron G530T
MT6592T,395.0,1056,,354,,95.0,,8,2021,unknown,Mobile/Embedded,132.0,11.115789473684211,2.6818181818181817,Other,MT6592T
Intel Xeon W3503 @ 2.40GHz,9.99,1052,105.35,1015,101.64,130.0,8.1,2,2009,LGA1366,Server,526.0,8.092307692307692,1.929657794676806,Intel,Intel Xeon W3503
Intel Core2 Duo T9600 @ 2.80GHz,54.95,1051,19.13,1121,20.39,35.0,30.03,2,2009,BGA479,Laptop,525.5,30.02857142857143,2.133206470028544,Intel,Intel Core 2 Duo T9600
AMD Athlon II X2 235e,97.5,1049,10.75,1107,11.35,45.0,23.3,2,2009,AM3,Desktop,524.5,23.31111111111111,2.1105815061963775,AMD,AMD Athlon II X2 235e
Intel Core i7-680UM @ 1.47GHz,77.475,1046,,773,,18.0,58.11,2,2011,BGA1288,Laptop,523.0,58.111111111111114,1.4780114722753346,Intel,Intel Core i7-680UM
MT8783,395.0,1039,,353,,95.0,,8,2021,unknown,Mobile/Embedded,129.875,10.936842105263159,2.7179980750721846,Other,MT8783
AMD GX-222GC SOC,77.475,1038,,819,,15.0,69.2,2,2016,BGA769 (FT3b),"Laptop, Mobile/Embedded",519.0,69.2,1.5780346820809248,AMD,AMD GX-222GC SOC
Intel Atom E3845 @ 1.91GHz,169.99,1038,,536,,10.0,103.76,4,2014,FCBGA1170,Desktop,259.5,103.8,2.065510597302505,Intel,Intel Atom E3845
AMD Athlon 7850 Dual-Core,99.99,1037,10.37,1110,11.1,95.0,10.91,2,2009,AM2+,Desktop,518.5,10.91578947368421,2.140790742526519,AMD,AMD Athlon 7850 Dual-Core
AMD Opteron 1220,77.475,1036,,1077,,103.0,10.05,2,2009,AM2,Server,518.0,10.058252427184467,2.0791505791505793,AMD,AMD Opteron 1220
AMD Athlon II X2 B22,25.95,1036,39.93,1124,43.31,65.0,15.94,2,2010,AM3,Desktop,518.0,15.938461538461539,2.16988416988417,AMD,AMD Athlon II X2 B22
