cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean,singleScore,multiScore,baseClock,turboClock,boost_headroom,smt_efficiency,single_efficiency,scaling_efficiency,gaming_score,productivity_score,combined_score,r23_per_dollar,gaming_value,productivity_value
AMD Athlon Dual Core 4050e,77.475,616,,732,,45.0,13.69,2,2009,AM2,Desktop,308.0,13.688888888888888,2.3766233766233764,AMD,AMD Athlon Dual Core 4050e,,,,,,,,,732.0,616.0,616.0,,9.448209099709585,7.950951919974186
Intel Celeron 877 @ 1.40GHz,77.475,615,,597,,17.0,36.19,2,2012,BGA1023,Laptop,307.5,36.1764705882353,1.9414634146341463,Intel,Intel Celeron 877,,,,,,,,,597.0,615.0,615.0,,7.705711519845112,7.938044530493708
Intel Atom Z3740D @ 1.33GHz,169.99,614,,459,,4.4,139.48,4,2013,UTFCBGA1380,Laptop,153.5,139.54545454545453,2.990228013029316,Intel,Intel Atom Z3740D,,,,,,,,,459.0,614.0,614.0,,2.7001588328725217,3.6119771751279486
MediaTek MT6761V/WBB,169.99,613,,420,,65.0,,4,2021,unknown,Mobile/Embedded,153.25,9.430769230769231,2.740619902120718,Other,MediaTek MT6761V/WBB,,,,,,,,,420.0,613.0,613.0,,2.4707335725630917,3.6060944761456555
Generic DT based system,169.99,612,,453,,65.0,,4,2021,unknown,Mobile/Embedded,153.0,9.415384615384616,2.9607843137254903,Other,Generic DT based system,,,,,,,,,453.0,612.0,612.0,,2.6648626389787635,3.6002117771633624
AMD Athlon 64 X2 Dual Core 3800+,77.475,611,,719,,89.0,6.87,2,2008,AM2,Desktop,305.5,6.865168539325842,2.353518821603928,AMD,AMD Athlon 64 X2 Dual Core 3800+,,,,,,,,,719.0,611.0,611.0,,9.280413036463376,7.886414972571798
Qualcomm MSM8974PRO-AC,169.99,611,,380,,65.0,,4,2021,unknown,Mobile/Embedded,152.75,9.4,2.4877250409165304,Other,Qualcomm MSM8974PRO-AC,,,,,,,,,380.0,611.0,611.0,,2.2354256132713686,3.5943290781810693
AMD Athlon 64 X2 QL-65,22.0,609,27.69,653,29.67,35.0,17.41,2,2009,S1,Laptop,304.5,17.4,2.1444991789819374,AMD,AMD Athlon 64 X2 QL-65,,,,,,,,,653.0,609.0,609.0,,29.681818181818183,27.681818181818183
Intel Core2 Duo L7700 @ 1.80GHz,77.475,607,,748,,17.0,35.69,2,2009,unknown,Laptop,303.5,35.705882352941174,2.4645799011532126,Intel,Intel Core 2 Duo L7700,,,,,,,,,748.0,607.0,607.0,,9.654727331397225,7.834785414649888
AMD Athlon II X2 250u,24.95,604,24.22,632,25.32,25.0,24.17,2,2010,AM3,Desktop,302.0,24.16,2.0927152317880795,AMD,AMD Athlon II X2 250u,,,,,,,,,632.0,604.0,604.0,,25.33066132264529,24.208416833667336
Intel Celeron N3000 @ 1.04GHz,77.475,604,,562,,4.0,150.94,2,2015,FCBGA1170,Laptop,302.0,151.0,1.8609271523178808,Intel,Intel Celeron N3000,,,,,,,,,562.0,604.0,604.0,,7.2539528880283966,7.796063246208455
AMD Turion X2 Dual Core L510,77.475,603,,593,,20.0,30.13,2,2010,ASB1,Laptop,301.5,30.15,1.966832504145937,AMD,AMD Turion X2 Dual Core L510,,,,,,,,,593.0,603.0,603.0,,7.654081961923201,7.783155856727977
AMD E1 Micro-6200T APU,77.475,600,,498,,3.95,151.92,2,2014,FT3b,Laptop,300.0,151.89873417721518,1.66,AMD,AMD E1 Micro-6200T APU,,,,,,,,,498.0,600.0,600.0,,6.427879961277832,7.744433688286545
Intel Xeon 5110 @ 1.60GHz,35.0,600,17.14,606,17.32,65.0,9.23,2,2009,LGA771,Server,300.0,9.23076923076923,2.02,Intel,Intel Xeon 5110,,,,,,,,,606.0,600.0,600.0,,17.314285714285713,17.142857142857142
AMD TurionX2 Ultra DualCore Mobile ZM-87,77.475,599,,770,,35.0,17.13,2,2022,S1,Mobile/Embedded,299.5,17.114285714285714,2.5709515859766277,AMD,AMD TurionX2 Ultra DualCore Mobile ZM-87,,,,,,,,,770.0,599.0,599.0,,9.938689899967732,7.731526298806067
Rockchip (Device Tree),169.99,598,,424,,65.0,,4,2021,unknown,Mobile/Embedded,149.5,9.2,2.8361204013377925,Other,Rockchip (Device Tree),,,,,,,,,424.0,598.0,598.0,,2.494264368492264,3.5178539914112594
Intel Pentium T2410 @ 2.00GHz,77.475,598,,726,,35.0,,2,2009,unknown,Unknown,299.0,17.085714285714285,2.42809364548495,Intel,Intel Pentium T2410,,,,,,,,,726.0,598.0,598.0,,9.370764762826719,7.718618909325589
AMD E1-2500 APU,77.475,597,,467,,15.0,39.83,2,2013,FT3,Laptop,298.5,39.8,1.5644891122278057,AMD,AMD E1-2500 APU,,,,,,,,,467.0,597.0,597.0,,6.027750887383028,7.705711519845112
Intel Core2 Duo E6320 @ 1.86GHz,39.99,597,14.92,642,16.05,65.0,9.18,2,2008,PLGA775,Desktop,298.5,9.184615384615384,2.150753768844221,Intel,Intel Core 2 Duo E6320,,,,,,,,,642.0,597.0,597.0,,16.05401350337584,14.92873218304576
AMD Athlon 64 X2 Dual Core 3600+,68.25,596,8.73,686,10.05,65.0,9.17,2,2008,AM2,Desktop,298.0,9.169230769230769,2.302013422818792,AMD,AMD Athlon 64 X2 Dual Core 3600+,,,,,,,,,686.0,596.0,596.0,,10.051282051282051,8.732600732600732
Intel Atom S1260 @ 2.00GHz,64.0,596,9.31,224,3.5,8.5,70.08,2,2013,FCBGA1283,Server,298.0,70.11764705882354,0.7516778523489933,Intel,Intel Atom S1260,,,,,,,,,224.0,596.0,596.0,,3.5,9.3125
Intel Core2 Duo T5550 @ 1.83GHz,77.475,596,,664,,35.0,17.03,2,2008,PGA478,Laptop,298.0,17.02857142857143,2.228187919463087,Intel,Intel Core 2 Duo T5550,,,,,,,,,664.0,596.0,596.0,,8.57050661503711,7.692804130364634
Intel Celeron J1750 @ 2.41GHz,77.475,595,,659,,10.0,59.53,2,2014,FCBGA1170,Desktop,297.5,59.5,2.215126050420168,Intel,Intel Celeron J1750,,,,,,,,,659.0,595.0,595.0,,8.505969667634721,7.679896740884157
AMD Athlon 64 X2 Dual Core BE-2300,77.475,594,,624,,45.0,13.2,2,2011,AM2,Desktop,297.0,13.2,2.101010101010101,AMD,AMD Athlon 64 X2 Dual Core BE-2300,,,,,,,,,624.0,594.0,594.0,,8.054211035818007,7.6669893514036795
AMD Opteron 1212,290.0,593,2.04,729,2.51,103.0,5.75,2,2009,AM2,Server,296.5,5.757281553398058,2.4586846543001686,AMD,AMD Opteron 1212,,,,,,,,,729.0,593.0,593.0,,2.513793103448276,2.0448275862068965
Intel Celeron N3050 @ 1.60GHz,170.0,592,3.48,564,3.32,6.0,98.69,2,2015,FCBGA1170,Laptop,296.0,98.66666666666667,1.9054054054054055,Intel,Intel Celeron N3050,,,,,,,,,564.0,592.0,592.0,,3.3176470588235296,3.4823529411764707
Intel Core2 Duo E6300 @ 1.86GHz,127.61,592,4.64,693,5.43,65.0,9.11,2,2008,"LGA775, PLGA775",Desktop,296.0,9.107692307692307,2.3412162162162162,Intel,Intel Core 2 Duo E6300,,,,,,,,,693.0,592.0,592.0,,5.430608886450905,4.639134864038868
AMD Athlon X2 Dual Core BE-2350,77.475,591,,705,,45.0,13.14,2,2009,AM2,Desktop,295.5,13.133333333333333,2.3857868020304567,AMD,AMD Athlon X2 Dual Core BE-2350,,,,,,,,,705.0,591.0,591.0,,9.09970958373669,7.628267182962246
AMD Turion 64 X2 Mobile TL-60,15.95,591,37.07,688,43.15,31.0,19.07,2,2009,S1,Laptop,295.5,19.06451612903226,2.3282571912013537,AMD,AMD Turion 64 X2 Mobile TL-60,,,,,,,,,688.0,591.0,591.0,,43.13479623824452,37.05329153605016
AMD Turion II Neo N40L Dual-Core,77.475,589,,609,,15.0,39.24,2,2011,BGA812,Laptop,294.5,39.266666666666666,2.067911714770798,AMD,AMD Turion II Neo N40L Dual-Core,,,,,,,,,609.0,589.0,589.0,,7.860600193610843,7.6024524040012915
AMD Turion Dual-Core RM-74,77.475,588,,595,,35.0,16.8,2,2014,S1,Laptop,294.0,16.8,2.0238095238095237,AMD,AMD Turion Dual-Core RM-74,,,,,,,,,595.0,588.0,588.0,,7.679896740884157,7.589545014520814
Qualcomm MSM8974PRO-AA,169.99,587,,352,,65.0,,4,2021,unknown,Mobile/Embedded,146.75,9.03076923076923,2.3986371379897786,Other,Qualcomm MSM8974PRO-AA,,,,,,,,,352.0,587.0,587.0,,2.0707100417671627,3.4531443026060353
Intel Atom Z3745D @ 1.33GHz,169.99,585,,437,,4.4,133.05,4,2014,unknown,Laptop,146.25,132.95454545454544,2.988034188034188,Intel,Intel Atom Z3745D,,,,,,,,,437.0,585.0,585.0,,2.570739455262074,3.441378904641449
Intel Core2 Duo U9600 @ 1.60GHz,77.475,584,,657,,10.0,58.45,2,2009,BGA956,Laptop,292.0,58.4,2.25,Intel,Intel Core 2 Duo U9600,,,,,,,,,657.0,584.0,584.0,,8.480154888673766,7.5379154565989035
Intel Celeron 847E @ 1.10GHz,77.475,584,,520,,17.0,34.36,2,2012,FCBGA1023,Laptop,292.0,34.35294117647059,1.7808219178082192,Intel,Intel Celeron 847E,,,,,,,,,520.0,584.0,584.0,,6.711842529848338,7.5379154565989035
Intel Atom C2338 @ 1.74GHz,77.475,584,,233,,7.0,83.4,2,2014,FCBGA1283,Laptop,292.0,83.42857142857143,0.797945205479452,Intel,Intel Atom C2338,,,,,,,,,233.0,584.0,584.0,,3.0074217489512747,7.5379154565989035
AMD E1-7010 APU,77.475,582,,492,,10.0,58.16,2,2016,BGA769 (FT3b),Laptop,291.0,58.2,1.690721649484536,AMD,AMD E1-7010 APU,,,,,,,,,492.0,582.0,582.0,,6.350435624394967,7.512100677637949
Intel Xeon MV 3.20GHz,77.475,582,,378,,90.0,6.46,2,2015,mPGA604,Server,291.0,6.466666666666667,1.2989690721649485,Intel,Intel Xeon MV 3.20GHz,,,,,,,,,378.0,582.0,582.0,,4.878993223620523,7.512100677637949
AMD Athlon 64 X2 QL-67,77.475,582,,515,,35.0,16.63,2,2009,S1,Laptop,291.0,16.62857142857143,1.7697594501718212,AMD,AMD Athlon 64 X2 QL-67,,,,,,,,,515.0,582.0,582.0,,6.64730558244595,7.512100677637949
Qualcomm MSM8917,169.99,582,,373,,65.0,,4,2021,unknown,Mobile/Embedded,145.5,8.953846153846154,2.5635738831615122,Other,Qualcomm MSM8917,,,,,,,,,373.0,582.0,582.0,,2.1942467203953173,3.4237308076945703
Intel Celeron J1800 @ 2.41GHz,77.475,581,,664,,10.0,58.09,2,2014,FCBGA1170,Desktop,290.5,58.1,2.2857142857142856,Intel,Intel Celeron J1800,,,,,,,,,664.0,581.0,581.0,,8.57050661503711,7.49919328815747
MT8766A,169.99,581,,380,,65.0,,4,2021,unknown,Mobile/Embedded,145.25,8.938461538461539,2.6161790017211706,Other,MT8766A,,,,,,,,,380.0,581.0,581.0,,2.2354256132713686,3.417848108712277
Intel Celeron N2840 @ 2.16GHz,77.475,580,,667,,7.0,82.81,2,2014,FCBGA1170,Laptop,290.0,82.85714285714286,2.3,Intel,Intel Celeron N2840,,,,,,,,,667.0,580.0,580.0,,8.609228783478542,7.486285898676993
Pentium Dual-Core T4200 @ 2.00GHz,77.475,578,,783,,35.0,,2,2022,unknown,Mobile/Embedded,289.0,16.514285714285716,2.709342560553633,Other,Pentium Dual-Core T4200,,,,,,,,,783.0,578.0,578.0,,10.10648596321394,7.460471119716038
AMD Athlon 64 X2 Dual-Core TK-42,77.475,577,,537,,20.0,28.85,2,2009,unknown,Unknown,288.5,28.85,1.8613518197573657,AMD,AMD Athlon 64 X2 Dual-Core TK-42,,,,,,,,,537.0,577.0,577.0,,6.931268151016457,7.447563730235561
Intel Celeron 1019Y @ 1.00GHz,77.475,576,,521,,10.0,57.65,2,2014,FCBGA1023,Desktop,288.0,57.6,1.8090277777777777,Intel,Intel Celeron 1019Y,,,,,,,,,521.0,576.0,576.0,,6.724749919328816,7.434656340755083
Intel Core2 Duo L7500 @ 1.60GHz,77.475,575,,600,,17.0,33.83,2,2009,BGA479,Laptop,287.5,33.8235294117647,2.0869565217391304,Intel,Intel Core 2 Duo L7500,,,,,,,,,600.0,575.0,575.0,,7.744433688286545,7.421748951274605
MT6761V/CAB,169.99,575,,372,,65.0,,4,2021,unknown,Mobile/Embedded,143.75,8.846153846153847,2.5878260869565217,Other,MT6761V/CAB,,,,,,,,,372.0,575.0,575.0,,2.188364021413024,3.3825519148185186
AMD Athlon 64 X2 Dual Core BE-2350,77.475,573,,674,,45.0,12.74,2,2009,AM2,Desktop,286.5,12.733333333333333,2.3525305410122166,AMD,AMD Athlon 64 X2 Dual Core BE-2350,,,,,,,,,674.0,573.0,573.0,,8.699580509841885,7.39593417231365
MediaTek MT8168A,169.99,571,,396,,65.0,,4,2021,unknown,Mobile/Embedded,142.75,8.784615384615385,2.774080560420315,Other,MediaTek MT8168A,,,,,,,,,396.0,571.0,571.0,,2.329548796988058,3.359021118889346
AMD Athlon X2 Dual Core BE-2300,60.0,570,9.5,644,10.73,45.0,12.67,2,2009,AM2,Desktop,285.0,12.666666666666666,2.2596491228070175,AMD,AMD Athlon X2 Dual Core BE-2300,,,,,,,,,644.0,570.0,570.0,,10.733333333333333,9.5
Intel Celeron 857 @ 1.20GHz,77.475,569,,476,,17.0,33.49,2,2011,BGA1023,Laptop,284.5,33.470588235294116,1.67311072056239,Intel,Intel Celeron 857,,,,,,,,,476.0,569.0,569.0,,6.143917392707325,7.344304614391739
MediaTek MT6737T,169.99,568,,397,,65.0,,4,2021,unknown,Mobile/Embedded,142.0,8.738461538461538,2.795774647887324,Other,MediaTek MT6737T,,,,,,,,,397.0,568.0,568.0,,2.3354314959703513,3.341373021942467
AMD Athlon 64 X2 3800+,77.475,566,,745,,89.0,6.36,2,2010,939,Desktop,283.0,6.359550561797753,2.6325088339222615,AMD,AMD Athlon 64 X2 3800+,,,,,,,,,745.0,566.0,566.0,,9.616005162955792,7.305582445950307
Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,169.99,566,,219,,65.0,,4,2021,unknown,Mobile/Embedded,141.5,8.707692307692307,1.547703180212014,Other,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,,,,,,,,,219.0,566.0,566.0,,1.2883110771221835,3.3296076239778807
AMD Turion II Neo K625 Dual-Core,77.475,565,,596,,15.0,37.66,2,2010,S1,Laptop,282.5,37.666666666666664,2.1097345132743364,AMD,AMD Turion II Neo K625 Dual-Core,,,,,,,,,596.0,565.0,565.0,,7.692804130364634,7.29267505646983
AMD Athlon X2 Dual Core 6850e,77.475,564,,623,,22.0,25.65,2,2010,unknown,Unknown,282.0,25.636363636363637,2.2092198581560285,AMD,AMD Athlon X2 Dual Core 6850e,,,,,,,,,623.0,564.0,564.0,,8.041303646337528,7.279767666989352
AMD Sempron Dual Core 2200,39.95,563,14.09,649,16.24,65.0,8.66,2,2009,unknown,Unknown,281.5,8.661538461538461,2.30550621669627,AMD,AMD Sempron Dual Core 2200,,,,,,,,,649.0,563.0,563.0,,16.245306633291612,14.09261576971214
Intel Celeron 867 @ 1.30GHz,55.7,562,10.08,584,10.49,17.0,33.03,2,2012,BGA1023,Laptop,281.0,33.05882352941177,2.078291814946619,Intel,Intel Celeron 867,,,,,,,,,584.0,562.0,562.0,,10.484739676840215,10.089766606822261
AMD Sempron 2650 APU,84.97,561,6.6,475,5.59,25.0,22.42,2,2014,"AM1,FSB1",Desktop,280.5,22.44,1.6934046345811051,AMD,AMD Sempron 2650 APU,,,,,,,,,475.0,561.0,561.0,,5.5902083088148755,6.6023302342003065
Intel Core2 Duo E4300 @ 1.80GHz,42.5,561,13.21,665,15.65,65.0,8.64,2,2009,LGA775,Desktop,280.5,8.63076923076923,2.370766488413547,Intel,Intel Core 2 Duo E4300,,,,,,,,,665.0,561.0,561.0,,15.647058823529411,13.2
AMD Turion Dual-Core RM-70,25.0,561,22.46,548,21.9,31.0,18.11,2,2008,S1,Laptop,280.5,18.096774193548388,1.9536541889483066,AMD,AMD Turion Dual-Core RM-70,,,,,,,,,548.0,561.0,561.0,,21.92,22.44
Intel Celeron U3600 @ 1.20GHz,77.475,560,,520,,18.0,31.11,2,2011,BGA1288,Laptop,280.0,31.11111111111111,1.8571428571428572,Intel,Intel Celeron U3600,,,,,,,,,520.0,560.0,560.0,,6.711842529848338,7.228138109067442
"Qualcomm Technologies, Inc MSM8929",395.0,560,,252,,95.0,,8,2021,unknown,Mobile/Embedded,70.0,5.894736842105263,3.6,Other,"Qualcomm Technologies, Inc MSM8929",,,,,,,,,252.0,560.0,560.0,,0.6379746835443038,1.4177215189873418
ARM Cortex-A53 4 Core 1800 MHz,169.99,558,,246,,65.0,,4,2021,unknown,Unknown,139.5,8.584615384615384,1.7634408602150538,Other,ARM Cortex-A53 4 Core 1800 MHz,,,,,,,,,246.0,558.0,558.0,,1.4471439496440965,3.2825460321195363
Intel Atom Z3735E @ 1.33GHz,117.0,557,4.76,478,4.08,4.4,126.59,4,2014,UTFCBGA1380,Laptop,139.25,126.59090909090908,3.4326750448833034,Intel,Intel Atom Z3735E,,,,,,,,,478.0,557.0,557.0,,4.085470085470085,4.760683760683761
AMD Sempron Dual Core 2300,41.99,555,13.22,697,16.6,65.0,8.54,2,2009,unknown,Unknown,277.5,8.538461538461538,2.511711711711712,AMD,AMD Sempron Dual Core 2300,,,,,,,,,697.0,555.0,555.0,,16.59919028340081,13.217432722076685
AMD Athlon 64 X2 QL-62,77.475,553,,685,,35.0,15.81,2,2009,S1,Laptop,276.5,15.8,2.477396021699819,AMD,AMD Athlon 64 X2 QL-62,,,,,,,,,685.0,553.0,553.0,,8.841561794127138,7.137786382704099
Intel Pentium E2140 @ 1.60GHz,79.95,549,6.87,605,7.56,65.0,8.45,2,2008,"LGA775, PLGA775",Desktop,274.5,8.446153846153846,2.204007285974499,Intel,Intel Pentium E2140,,,,,,,,,605.0,549.0,549.0,,7.567229518449031,6.866791744840525
Intel T1500 @ 1.86GHz,77.475,548,,661,,35.0,,2,2009,unknown,Unknown,274.0,15.657142857142857,2.4124087591240877,Intel,Intel T1500,,,,,,,,,661.0,548.0,548.0,,8.531784446595676,7.073249435301711
Intel Celeron @ 1.30GHz,37.49,548,,611,,35.0,,1,2013,unknown,Unknown,548.0,15.657142857142857,1.114963503649635,Intel,Intel Celeron,,,,,,,,,611.0,548.0,548.0,,16.29767938116831,14.617231261669778
Intel Pentium T2390 @ 1.86GHz,77.475,547,,641,,35.0,15.63,2,2009,PPGA478,Laptop,273.5,15.628571428571428,2.343692870201097,Intel,Intel Pentium T2390,,,,,,,,,641.0,547.0,547.0,,8.273636656986126,7.060342045821233
MediaTek MT6762V/CN,169.99,546,,391,,65.0,,4,2021,unknown,Mobile/Embedded,136.5,8.4,2.8644688644688645,Other,MediaTek MT6762V/CN,,,,,,,,,391.0,546.0,546.0,,2.3001353020765927,3.2119536443320196
MediaTek MT8163,169.99,545,,334,,65.0,,4,2021,unknown,Mobile/Embedded,136.25,8.384615384615385,2.451376146788991,Other,MediaTek MT8163,,,,,,,,,334.0,545.0,545.0,,1.9648214600858873,3.2060709453497265
Qualcomm APQ8084,169.99,544,,317,,65.0,,4,2021,unknown,Mobile/Embedded,136.0,8.36923076923077,2.3308823529411766,Other,Qualcomm APQ8084,,,,,,,,,317.0,544.0,544.0,,1.864815577386905,3.2001882463674334
Intel Atom Z3735F @ 1.33GHz,500.0,544,1.09,390,0.78,4.4,123.73,4,2014,UTFCBGA592,Laptop,136.0,123.63636363636363,2.8676470588235294,Intel,Intel Atom Z3735F,,,,,,,,,390.0,544.0,544.0,,0.78,1.088
Intel Core2 Duo T5450 @ 1.66GHz,77.475,543,,581,,35.0,15.52,2,2009,PGA478,Laptop,271.5,15.514285714285714,2.139963167587477,Intel,Intel Core 2 Duo T5450,,,,,,,,,581.0,543.0,543.0,,7.49919328815747,7.008712487899323
MT6761V/WD,169.99,543,,408,,65.0,,4,2021,unknown,Mobile/Embedded,135.75,8.353846153846154,3.005524861878453,Other,MT6761V/WD,,,,,,,,,408.0,543.0,543.0,,2.400141184775575,3.1943055473851403
AMD E1-6015 APU,77.475,542,,440,,35.0,,2,2015,BGA769 (FT3b),Laptop,271.0,15.485714285714286,1.6236162361623616,AMD,AMD E1-6015 APU,,,,,,,,,440.0,542.0,542.0,,5.679251371410133,6.995805098418845
Intel Celeron N2830 @ 2.16GHz,149.99,542,3.62,630,4.2,7.5,72.33,2,2014,FCBGA1170,Laptop,271.0,72.26666666666667,2.3247232472324724,Intel,Intel Celeron N2830,,,,,,,,,630.0,542.0,542.0,,4.200280018667911,3.6135742382825518
Intel Pentium U5400 @ 1.20GHz,77.475,538,,503,,18.0,29.89,2,2010,BGA1288,Laptop,269.0,29.88888888888889,1.8698884758364311,Intel,Intel Pentium U5400,,,,,,,,,503.0,538.0,538.0,,6.4924169086802195,6.944175540496935
mt6762m,169.99,538,,350,,65.0,,4,2021,unknown,Mobile/Embedded,134.5,8.276923076923078,2.6022304832713754,Other,mt6762m,,,,,,,,,350.0,538.0,538.0,,2.0589446438025765,3.1648920524736748
Amlogic,169.99,537,,376,,65.0,,4,2021,unknown,Unknown,134.25,8.261538461538462,2.8007448789571696,Other,Amlogic,,,,,,,,,376.0,537.0,537.0,,2.2118948173421966,3.1590093534913817
Intel Pentium T2330 @ 1.60GHz,149.95,536,3.57,572,3.82,35.0,15.31,2,2009,PPGA478,Laptop,268.0,15.314285714285715,2.1343283582089554,Intel,Intel Pentium T2330,,,,,,,,,572.0,536.0,536.0,,3.8146048682894302,3.5745248416138717
AMD TurionX2 Dual Core Mobile RM-70,77.475,536,,674,,31.0,17.28,2,2009,S1,Laptop,268.0,17.29032258064516,2.514925373134328,AMD,AMD TurionX2 Dual Core Mobile RM-70,,,,,,,,,674.0,536.0,536.0,,8.699580509841885,6.91836076153598
AMD Athlon 64 X2 Dual-Core TK-53,77.475,535,,600,,31.0,17.26,2,2009,unknown,Unknown,267.5,17.258064516129032,2.2429906542056073,AMD,AMD Athlon 64 X2 Dual-Core TK-53,,,,,,,,,600.0,535.0,535.0,,7.744433688286545,6.9054533720555025
AMD Sempron Dual Core 2100,37.99,533,14.04,596,15.69,65.0,8.21,2,2009,unknown,Unknown,266.5,8.2,2.2363977485928705,AMD,AMD Sempron Dual Core 2100,,,,,,,,,596.0,533.0,533.0,,15.688339036588575,14.03000789681495
Intel Celeron N2808 @ 1.58GHz,77.475,532,,596,,4.5,118.17,2,2015,FCBGA1170,Laptop,266.0,118.22222222222223,2.2406015037593985,Intel,Intel Celeron N2808,,,,,,,,,596.0,532.0,532.0,,7.692804130364634,6.866731203614069
Intel Atom C2350 @ 1.74GHz,43.0,532,12.38,496,11.53,6.0,88.7,2,2021,FCBGA1283,Server,266.0,88.66666666666667,1.8646616541353382,Intel,Intel Atom C2350,,,,,,,,,496.0,532.0,532.0,,11.534883720930232,12.372093023255815
AMD Athlon 64 X2 Dual Core 3400+,77.475,531,,505,,89.0,5.97,2,2010,754,Desktop,265.5,5.966292134831461,1.9020715630885123,AMD,AMD Athlon 64 X2 Dual Core 3400+,,,,,,,,,505.0,531.0,531.0,,6.518231687641175,6.853823814133592
AMD Opteron 165,550.0,531,0.97,638,1.16,110.0,4.83,2,2009,939,Server,265.5,4.827272727272727,2.4030131826742,AMD,AMD Opteron 165,,,,,,,,,638.0,531.0,531.0,,1.16,0.9654545454545455
Intel Core2 Duo T5470 @ 1.60GHz,77.475,531,,606,,35.0,15.18,2,2009,PGA478,Laptop,265.5,15.17142857142857,2.2824858757062145,Intel,Intel Core 2 Duo T5470,,,,,,,,,606.0,531.0,531.0,,7.82187802516941,6.853823814133592
Intel Core2 Duo T5670 @ 1.80GHz,77.475,530,,635,,35.0,15.15,2,2009,Socket P,Laptop,265.0,15.142857142857142,2.3962264150943398,Intel,Intel Core 2 Duo T5670,,,,,,,,,635.0,530.0,530.0,,8.19619232010326,6.8409164246531144
MT6739CH,169.99,530,,370,,65.0,,4,2021,unknown,Mobile/Embedded,132.5,8.153846153846153,2.792452830188679,Other,MT6739CH,,,,,,,,,370.0,530.0,530.0,,2.176598623448438,3.11783046061533
AMD Athlon Neo X2 Dual Core L335,77.475,529,,570,,18.0,29.36,2,2009,unknown,Unknown,264.5,29.38888888888889,2.1550094517958414,AMD,AMD Athlon Neo X2 Dual Core L335,,,,,,,,,570.0,529.0,529.0,,7.357212003872218,6.828009035172637
AMD Athlon II Neo K345 Dual-Core,77.475,527,,552,,12.0,43.94,2,2011,unknown,Laptop,263.5,43.916666666666664,2.094876660341556,AMD,AMD Athlon II Neo K345 Dual-Core,,,,,,,,,552.0,527.0,527.0,,7.124878993223621,6.802194256211681
MT8735A,169.99,527,,343,,65.0,,4,2022,unknown,Mobile/Embedded,131.75,8.107692307692307,2.603415559772296,Other,MT8735A,,,,,,,,,343.0,527.0,527.0,,2.0177657509265248,3.100182363668451
AMD Athlon 64 X2 Dual-Core TK-55,72.74,525,7.21,613,8.42,35.0,14.99,2,2008,unknown,Unknown,262.5,15.0,2.335238095238095,AMD,AMD Athlon 64 X2 Dual-Core TK-55,,,,,,,,,613.0,525.0,525.0,,8.427275226835304,7.217486939785538
AMD E1-6010 APU,77.475,522,,419,,10.0,52.24,2,2014,FT3b,Laptop,261.0,52.2,1.6053639846743295,AMD,AMD E1-6010 APU,,,,,,,,,419.0,522.0,522.0,,5.408196192320104,6.737657308809294
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,49.95,521,10.44,628,12.58,32.0,16.29,2,2009,S1,Laptop,260.5,16.28125,2.4107485604606524,AMD,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,,,,,,,,,628.0,521.0,521.0,,12.572572572572572,10.43043043043043
MT6592,395.0,521,,211,,95.0,,8,2021,unknown,Mobile/Embedded,65.125,5.484210526315789,3.2399232245681384,Other,MT6592,,,,,,,,,211.0,521.0,521.0,,0.5341772151898734,1.3189873417721518
Celeron Dual-Core T3100 @ 1.90GHz,32.0,519,16.22,566,17.68,35.0,14.83,2,2009,BGA479,Laptop,259.5,14.82857142857143,2.1811175337186897,Other,Celeron Dual-Core T3100,,,,,,,,,566.0,519.0,519.0,,17.6875,16.21875
Intel Celeron T1600 @ 1.66GHz,19.99,519,25.99,628,31.44,35.0,14.84,2,2009,unknown,Laptop,259.5,14.82857142857143,2.420038535645472,Intel,Intel Celeron T1600,,,,,,,,,628.0,519.0,519.0,,31.415707853926968,25.962981490745374
AMD Athlon 64 FX-57,37.49,517,,552,,104.0,4.97,1,2009,939,Desktop,517.0,4.971153846153846,1.067698259187621,AMD,AMD Athlon 64 FX-57,,,,,,,,,552.0,517.0,517.0,,14.723926380368097,13.7903440917578
Intel Core2 Duo L7400 @ 1.50GHz,77.475,516,,555,,17.0,30.32,2,2011,BGA479,Laptop,258.0,30.352941176470587,2.1511627906976742,Intel,Intel Core 2 Duo L7400,,,,,,,,,555.0,516.0,516.0,,7.163601161665054,6.660212971926429
Intel T2050 @ 2.00GHz,77.475,516,,611,,31.0,16.64,2,2012,PPGA478,Unknown,258.0,16.64516129032258,2.368217054263566,Intel,Intel T2050,,,,,,,,,611.0,516.0,516.0,,7.886414972571798,6.660212971926429
Intel Pentium T2310 @ 1.46GHz,77.475,515,,557,,35.0,14.71,2,2008,PPGA478,Laptop,257.5,14.714285714285714,2.1631067961165047,Intel,Intel Pentium T2310,,,,,,,,,557.0,515.0,515.0,,7.1894159406260085,6.64730558244595
